episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,waypoint_similarity,total_distance,max_speed,hard_brakes
27,-11.583551647472877,"Location(x=-109.065475, y=-37.148899, z=0.001861)","Location(x=-110.133453, y=-37.174057, z=0.000000)",12.856429100036621,155,1,2,14.699896253984624,0.04839563137271465,21.011697575071594,28.449141489708587,0
28,-22.61328178076863,"Location(x=-109.261192, y=-29.029367, z=0.001852)","Location(x=-110.184753, y=-29.068401, z=0.000000)",17.727346420288086,178,1,5,17.730475924040643,0.034834084616735386,29.106795507483184,30.302227458676487,0
29,-18.81069457100456,"Location(x=-112.666275, y=-55.986526, z=0.001810)","Location(x=-111.611061, y=-56.132759, z=0.000000)",10.15920901298523,120,1,2,11.72225808731497,0.07946168486272306,12.96474627617863,21.1449383101567,0
30,-17.820046843593474,"Location(x=-109.671928, y=-48.213467, z=0.001721)","Location(x=-110.626137, y=-48.158493, z=0.000000)",8.514825582504272,98,1,1,11.070347945538721,0.10431678995908589,9.994798672618344,18.05907615111403,0
31,-24.02857150548152,"Location(x=-113.297241, y=-63.897923, z=0.001588)","Location(x=-112.511246, y=-63.943436, z=0.000000)",7.222519397735596,73,1,1,7.659380887999379,0.21159129330557144,5.130483816115884,17.326254702579234,0
32,-13.982287433834333,"Location(x=-109.093613, y=-30.485310, z=0.001809)","Location(x=-110.173981, y=-30.525270, z=0.000000)",17.82380509376526,181,1,2,16.54920035943378,0.03664077275642507,27.631692675640807,26.398547855996753,0
33,-22.951311490791564,"Location(x=-113.249107, y=-62.806702, z=0.001620)","Location(x=-112.429161, y=-62.816158, z=0.000000)",8.026546716690063,82,1,1,8.197742168554878,0.1734885795909687,6.181337362126214,16.12654481896915,0
34,-23.06723217031331,"Location(x=-113.199020, y=-61.587639, z=0.001690)","Location(x=-112.332573, y=-61.664185, z=0.000000)",9.6212899684906,98,1,1,8.186265676805126,0.14386234133318868,7.395717884297483,14.785908190178226,0
35,-21.675113163481377,"Location(x=-113.169930, y=-61.841557, z=0.001759)","Location(x=-112.355278, y=-61.919899, z=0.000000)",8.66561508178711,88,1,1,8.812115935609969,0.14876110807768617,7.128306885228085,20.186020643750908,0
36,-13.795984079080155,"Location(x=-109.563141, y=-46.278763, z=0.001775)","Location(x=-110.466309, y=-46.229004, z=0.000000)",9.816047668457031,100,1,1,12.972532700202457,0.08657711098417792,11.924233405326959,25.694645396788964,0
37,-13.193576287464856,"Location(x=-111.310310, y=-39.433491, z=0.001788)","Location(x=-110.154495, y=-39.512535, z=0.000000)",14.092953443527222,142,1,2,14.169970714792546,0.0550266434719818,18.55851445166627,23.003381465269243,0
38,-21.621800332987924,"Location(x=-113.184334, y=-62.050301, z=0.001872)","Location(x=-112.369293, y=-62.083427, z=0.000000)",8.382549047470093,85,1,1,8.864119698391335,0.15327382801226958,6.923290028149495,18.380420644429503,0
39,-21.015385845754523,"Location(x=-111.455719, y=-22.255663, z=0.001798)","Location(x=-110.234947, y=-22.281998, z=0.000000)",19.151424646377563,201,1,2,19.323550309847857,0.028194480725566722,35.80037733493373,35.650315899077626,0
40,-12.422238640413635,"Location(x=-112.139755, y=-51.981258, z=0.001819)","Location(x=-111.059807, y=-52.171497, z=0.000000)",11.006102085113525,127,1,2,14.505521475511706,0.060258988387429414,16.977723974734545,21.69027476635642,0
41,-9.233309120690706,"Location(x=-109.367996, y=-36.078579, z=0.001838)","Location(x=-110.135109, y=-36.110363, z=0.000000)",14.577293395996094,169,1,1,14.139191449894472,0.04623355240999821,22.06035253999289,22.857588952690747,0
42,-18.749693130876285,"Location(x=-109.434044, y=-44.821926, z=0.001782)","Location(x=-110.367676, y=-44.791500, z=0.000000)",11.852314472198486,140,1,1,10.34012434992809,0.07718191074360663,13.367336560739204,19.498629461746813,0
43,-20.66979958725379,"Location(x=-112.988678, y=-59.286716, z=0.001767)","Location(x=-112.084091, y=-59.392738, z=0.000000)",9.248133420944214,111,1,1,9.465511692654015,0.10782166003939242,9.676235591759905,18.43194275190472,0
44,-15.403255036829425,"Location(x=-112.662964, y=-56.830975, z=0.001669)","Location(x=-111.734238, y=-56.957695, z=0.000000)",9.266954898834229,108,1,1,12.18442615891945,0.08519535507001157,12.115084766730433,24.93708766055725,0
45,-21.148892195166052,"Location(x=-113.099731, y=-59.929348, z=0.001824)","Location(x=-112.163170, y=-60.037186, z=0.000000)",9.255439043045044,105,1,1,9.314504823916483,0.11591481827557581,9.030220812011976,18.392449576060272,0
46,-16.631205281771624,"Location(x=-109.513260, y=-46.330463, z=0.001695)","Location(x=-110.469879, y=-46.276726, z=0.000000)",9.858304023742676,111,1,1,11.603276241837111,0.08723264493692061,11.871494450373575,17.96331287585112,0
47,-14.660416958706344,"Location(x=-109.358376, y=-41.831707, z=0.001783)","Location(x=-110.218903, y=-41.819996, z=0.000000)",13.358810186386108,145,1,1,12.224694166525481,0.06276980887160717,16.348066340055084,21.41393306359238,0
48,-12.216516203267085,"Location(x=-109.255211, y=-39.596973, z=0.001757)","Location(x=-110.156433, y=-39.616455, z=0.000000)",15.117696523666382,154,1,1,13.076412902280998,0.054878168949719384,18.548879123991355,26.257309183593808,0
49,-19.565360744669654,"Location(x=-113.068275, y=-60.070511, z=0.001693)","Location(x=-112.171211, y=-60.105934, z=0.000000)",9.413147449493408,96,1,1,10.032762255350383,0.11784800903283245,8.874529975582846,16.924495771342478,0
50,-20.389707660480763,"Location(x=-113.167465, y=-61.190910, z=0.001671)","Location(x=-112.294182, y=-61.256588, z=0.000000)",8.786494016647339,88,1,1,9.603746767939935,0.13564579743060975,7.776723990216851,17.386260141760033,0
51,-21.06852742120649,"Location(x=-113.151993, y=-61.575165, z=0.001659)","Location(x=-112.330978, y=-61.646633, z=0.000000)",8.675461053848267,88,1,1,9.1344934160355,0.14371161533567484,7.394257727311924,16.86529482424459,0
52,-14.92467182815372,"Location(x=-109.411453, y=-43.477928, z=0.001790)","Location(x=-110.292366, y=-43.470181, z=0.000000)",12.843195915222168,130,1,1,12.276249514339986,0.0697417730533877,14.706096919166157,23.042389235015698,0
53,-17.43858146539412,"Location(x=-113.114120, y=-60.107586, z=0.001835)","Location(x=-112.176117, y=-60.148335, z=0.000000)",8.430107355117798,86,1,1,11.163434654230668,0.11874991441017838,8.841349680442363,18.47302007822376,0
54,-26.199509668584817,"Location(x=-113.264473, y=-64.261330, z=0.001516)","Location(x=-112.525749, y=-64.218124, z=0.000000)",6.807235240936279,82,1,1,6.331372824281494,0.2322849307552041,4.762513456662418,15.345696142526469,0
55,-20.996055323493767,"Location(x=-113.219383, y=-61.617111, z=0.001746)","Location(x=-112.335480, y=-61.696323, z=0.000000)",7.085456132888794,86,1,1,9.311774754484095,0.14413168062386,7.371666313658352,17.875413033110792,0
56,-20.80194491550348,"Location(x=-113.124947, y=-60.940769, z=0.001705)","Location(x=-112.268372, y=-60.997406, z=0.000000)",7.719271183013916,94,1,1,9.281484531605116,0.13210956293457585,8.039351742248982,15.894877553778025,0
57,-15.299613901272176,"Location(x=-109.660446, y=-46.989597, z=0.001803)","Location(x=-110.523239, y=-46.960991, z=0.000000)",8.23642110824585,100,1,1,12.171944633984085,0.09233153428433968,11.208044419734506,23.202489212709633,0
58,-15.721573709961264,"Location(x=-109.392853, y=-43.708984, z=0.001759)","Location(x=-110.304192, y=-43.696041, z=0.000000)",10.84578251838684,132,1,1,11.91780703867205,0.07086814563821849,14.492412006948143,23.177050857084875,0
59,-17.998261491393055,"Location(x=-113.176025, y=-60.724411, z=0.001749)","Location(x=-112.246117, y=-60.782326, z=0.000000)",6.7511186599731445,82,1,1,10.946095339469062,0.1272015733543913,8.254425936262123,19.918011905797005,0
60,-19.73844085292964,"Location(x=-113.170815, y=-60.792709, z=0.001601)","Location(x=-112.253334, y=-60.851334, z=0.000000)",7.303978204727173,89,1,1,9.995935010365455,0.12887827352005324,8.188489369640592,17.66065312890756,0
61,-19.4828113042106,"Location(x=-109.672852, y=-48.334064, z=0.001805)","Location(x=-110.636932, y=-48.276409, z=0.000000)",8.663626432418823,105,1,1,10.223472040723593,0.10547550664823957,9.884157392283669,18.863090434151875,0
62,-19.845443052571277,"Location(x=-113.137520, y=-61.277431, z=0.001718)","Location(x=-112.302429, y=-61.341679, z=0.000000)",7.048362970352173,85,1,1,9.844897664797918,0.1371246019655502,7.7005770692485385,16.85794013279497,0
63,-19.49779993301913,"Location(x=-109.305984, y=-19.739559, z=0.001854)","Location(x=-110.253464, y=-19.778744, z=0.000000)",20.693100929260254,245,1,5,16.954547397499113,0.02634787500931596,38.39329817041289,25.136916928702654,0
64,-9.78495686574896,"Location(x=-109.181534, y=-40.068943, z=0.001769)","Location(x=-110.166176, y=-40.079277, z=0.000000)",11.614514827728271,135,1,2,14.538958536354077,0.05631781231303913,18.097757399606053,24.583891434755046,0
65,-19.124783127712853,"Location(x=-109.146049, y=-11.176758, z=0.001898)","Location(x=-110.316788, y=-11.217273, z=0.000000)",23.585448503494263,269,1,2,18.87844623376067,0.02148172248835874,46.89061705907807,30.504545204420033,0
66,-19.482414324965685,"Location(x=-111.156776, y=-22.002741, z=0.001773)","Location(x=-110.236809, y=-22.030855, z=0.000000)",21.846111536026,226,1,4,17.353405629945808,0.028058472203883737,36.222801066352986,26.07379077918735,0
67,-22.42736604433035,"Location(x=-113.199776, y=-60.964844, z=0.001842)","Location(x=-112.271645, y=-61.029606, z=0.000000)",8.402185440063477,101,1,1,8.62168045170402,0.13176062138248856,8.01931648972095,18.302172627402463,0
68,-21.958645402934707,"Location(x=-112.817696, y=-56.381104, z=0.001683)","Location(x=-111.671478, y=-56.538319, z=0.000000)",10.997763872146606,133,1,2,10.29181419432314,0.08184744959851825,12.605298396898434,23.78379674180366,0
69,-19.811718164953003,"Location(x=-113.229546, y=-61.134556, z=0.001822)","Location(x=-112.289192, y=-61.205540, z=0.000000)",7.021268129348755,85,1,1,10.048928058704021,0.1341900131706029,7.855184902407927,18.49083403276782,0
70,-20.988638483103635,"Location(x=-113.214630, y=-61.879013, z=0.001861)","Location(x=-112.358963, y=-61.962524, z=0.000000)",6.876857757568359,83,1,1,9.319486489177946,0.14906527743807202,7.113402008835692,18.780598732545716,0
71,-13.592350380743559,"Location(x=-109.231010, y=-42.406536, z=0.001753)","Location(x=-110.241364, y=-42.382313, z=0.000000)",10.32025933265686,125,1,2,13.685353819242641,0.06489598746262099,15.77056423900649,23.320810943966627,0
72,-33.263917550601676,"Location(x=-109.129356, y=-16.061115, z=0.001780)","Location(x=-110.280663, y=-16.101511, z=0.000000)",18.88476800918579,230,1,8,19.753064400464634,0.023977407917826668,42.07002119490062,31.645329708411992,0
73,-23.551716795152196,"Location(x=-113.279968, y=-62.915073, z=0.001657)","Location(x=-112.437996, y=-62.926403, z=0.000000)",6.938622951507568,84,1,1,7.888467756402433,0.17782084290165537,6.0977155435830355,13.507343568014207,0
74,-19.314454197456595,"Location(x=-109.646454, y=-48.071194, z=0.001832)","Location(x=-110.613358, y=-48.017105, z=0.000000)",8.862663269042969,107,1,1,10.283476361442617,0.10281445018362942,10.141503293358255,18.27182259465645,0
75,-16.632557732657265,"Location(x=-112.416824, y=-54.141098, z=0.001827)","Location(x=-111.344879, y=-54.302376, z=0.000000)",10.479065418243408,125,1,2,12.840734629285487,0.06940267436273607,14.80923966015689,18.92757525172878,0
76,-20.71554611189507,"Location(x=-113.252792, y=-61.879131, z=0.001682)","Location(x=-112.359306, y=-61.966545, z=0.000000)",7.012909173965454,81,1,1,9.577397114127091,0.14818801071365045,7.1209002814866835,21.881355676655915,0
77,-20.492934266188257,"Location(x=-112.843132, y=-57.970024, z=0.001843)","Location(x=-111.897331, y=-58.047127, z=0.000000)",10.945397853851318,125,1,1,9.533192130000364,0.09459448568145162,10.981897621037206,18.979137985411473,0
78,-21.95411364537623,"Location(x=-113.212418, y=-62.064857, z=0.001774)","Location(x=-112.369293, y=-62.083427, z=0.000000)",7.708242893218994,86,1,1,8.75941179350221,0.15314437197041247,6.927942764086765,18.425242689794967,0
79,-21.439965095608954,"Location(x=-111.194023, y=-22.910656, z=0.001773)","Location(x=-110.230095, y=-22.938511, z=0.000000)",17.836610555648804,182,1,1,20.989466707216025,0.02876257026199882,35.251656559761614,30.73226424960887,0
80,-23.874759292303793,"Location(x=-109.130653, y=-25.366432, z=0.001813)","Location(x=-110.211838, y=-25.406403, z=0.000000)",18.169070720672607,187,1,4,18.980498434680126,0.030823853767264715,32.75424229429336,32.98332361976939,0
81,-22.086420072276493,"Location(x=-112.940796, y=-58.357967, z=0.001824)","Location(x=-111.955856, y=-58.448277, z=0.000000)",10.775680541992188,130,1,1,8.83393352646135,0.09801227520515476,10.595369571528863,18.535660377562763,0
82,-16.20695714717123,"Location(x=-113.029083, y=-59.887871, z=0.001740)","Location(x=-112.159569, y=-60.006550, z=0.000000)",6.9989683628082275,84,1,1,11.721006471303468,0.11564959140461062,9.0689550221432,17.71942287717146,0
83,-34.720759235352524,"Location(x=-111.460281, y=14.044082, z=0.001776)","Location(x=-110.503418, y=14.016149, z=0.000000)",28.55979895591736,345,1,7,22.658228630404516,0.013961078951173659,72.26442397839855,33.987358848513864,0
84,-17.621960840983842,"Location(x=-109.742226, y=-47.674324, z=0.001853)","Location(x=-110.579926, y=-47.638054, z=0.000000)",8.665140390396118,105,1,1,10.891802766063936,0.0990142722426295,10.539229571877513,18.55139859536898,0
85,-26.144397015157452,"Location(x=-111.085640, y=-26.026052, z=0.001800)","Location(x=-110.207047, y=-26.054409, z=0.000000)",21.44543981552124,260,1,7,17.96784477232394,0.02347595925611324,43.1019601332664,29.24141690473273,0
86,-21.54594690008537,"Location(x=-113.165161, y=-62.049099, z=0.001860)","Location(x=-112.369293, y=-62.083427, z=0.000000)",7.060466766357422,85,1,1,8.88512109247178,0.15306420692208117,6.942155374388676,18.505537460725563,0
87,-12.657181796657786,"Location(x=-109.085289, y=-31.000546, z=0.001876)","Location(x=-110.170166, y=-31.040533, z=0.000000)",15.64348030090332,184,1,2,15.966708564204087,0.037403695965808045,27.111250166781247,25.80327334310149,0
88,-22.727584166522966,"Location(x=-113.258247, y=-62.330952, z=0.001835)","Location(x=-112.390709, y=-62.340450, z=0.000000)",7.427232980728149,87,1,1,8.338069714531443,0.16102240854531297,6.6696056443906855,18.212723750316826,0
89,-21.691445948461443,"Location(x=-113.235687, y=-61.766571, z=0.001722)","Location(x=-112.349190, y=-61.850357, z=0.000000)",7.540687084197998,87,1,1,9.020148020530199,0.14620914115260294,7.2157119759503985,20.284020920200465,0
90,-20.29004231058878,"Location(x=-113.184486, y=-61.296143, z=0.001868)","Location(x=-112.304710, y=-61.365562, z=0.000000)",7.725579261779785,86,1,1,9.695182735197891,0.13722899232783436,7.676447431280394,18.7873837819996,0
91,-20.018514104051576,"Location(x=-111.395302, y=-18.216787, z=0.001866)","Location(x=-110.264816, y=-18.243660, z=0.000000)",24.783127784729004,249,1,4,17.29937178182706,0.02536014537428089,39.80766635263353,27.964694516622423,0
92,-17.984935387219572,"Location(x=-113.087135, y=-60.583672, z=0.001747)","Location(x=-112.229897, y=-60.629944, z=0.000000)",7.384403228759766,84,1,1,10.821126920437283,0.12489793522203099,8.372257307171822,20.124027259755856,0
93,-11.453275802132202,"Location(x=-109.120293, y=-36.655098, z=0.001748)","Location(x=-110.133583, y=-36.684246, z=0.000000)",13.211133003234863,159,1,2,14.646594014633799,0.04729571334797417,21.490457235951908,24.46901051046534,0
94,-19.023049995107712,"Location(x=-112.828300, y=-58.252239, z=0.001871)","Location(x=-111.938316, y=-58.326664, z=0.000000)",9.428052425384521,114,1,1,10.192625647344721,0.0972811851760406,10.706545454078878,20.066404177099887,0
95,-8.695493803857655,"Location(x=-109.197144, y=-34.865295, z=0.001766)","Location(x=-110.141769, y=-34.903416, z=0.000000)",13.75501036643982,166,1,1,15.213324053033467,0.04370211106854967,23.285836695344187,29.0602543817733,0
96,-20.201161573341643,"Location(x=-109.514091, y=-46.879711, z=0.001860)","Location(x=-110.513519, y=-46.839996, z=0.000000)",9.3515944480896,113,1,2,10.875980010932869,0.09164120567737842,11.337820281885797,18.340083558738733,0
97,-18.216725396576994,"Location(x=-112.107040, y=-51.358112, z=0.001761)","Location(x=-110.985237, y=-51.563168, z=0.000000)",11.593432664871216,140,1,4,13.647837078477641,0.0579711777902166,17.61226971913129,26.113681573584476,0
98,-15.173570009976457,"Location(x=-109.375885, y=-43.731781, z=0.001853)","Location(x=-110.305328, y=-43.717415, z=0.000000)",10.79253602027893,129,1,1,12.163537054365555,0.07128413404533682,14.458165386749897,21.55553747978353,0
99,-20.521145290057163,"Location(x=-113.220581, y=-62.364944, z=0.001725)","Location(x=-112.393288, y=-62.371876, z=0.000000)",6.450581073760986,76,1,1,9.492441284170198,0.16049014319152974,6.630107635457534,18.25140312670998,0
100,-8.031249716435656,"Location(x=-109.307602, y=-37.654007, z=0.001817)","Location(x=-110.134682, y=-37.672562, z=0.000000)",12.839174270629883,148,1,1,15.023009403562156,0.04972636347107125,20.51317129621748,26.939372615168516,0
101,-21.146402978370006,"Location(x=-113.192429, y=-61.869999, z=0.001820)","Location(x=-112.357979, y=-61.951099, z=0.000000)",7.4631054401397705,84,1,1,9.202055695082217,0.14890560434775144,7.108748467173427,18.46064633542923,0
102,-34.90399322656986,"Location(x=-111.226723, y=5.648772, z=0.001902)","Location(x=-110.441315, y=5.619827, z=0.000000)",27.53165578842163,281,1,5,24.59912770193521,0.015796990485909067,63.88440824509598,37.08886757274095,0
103,-17.46998195873492,"Location(x=-112.930771, y=-58.539536, z=0.001823)","Location(x=-111.981651, y=-58.629852, z=0.000000)",9.863388538360596,101,1,1,11.180232043607543,0.09991125314092221,10.401519348379225,18.646516920426237,0
104,-19.894931684793725,"Location(x=-109.500710, y=-46.666771, z=0.001808)","Location(x=-110.495049, y=-46.605839, z=0.000000)",11.020045280456543,113,1,2,11.055313519185784,0.08962780153306196,11.523919788072817,19.418389927876586,0
105,-12.655645916395978,"Location(x=-109.058800, y=-37.347599, z=0.001728)","Location(x=-110.133759, y=-37.370850, z=0.000000)",13.888643264770508,159,1,2,14.150770669893038,0.04891038944280709,20.79787845670944,24.1330662730368,0
106,-24.81151976712088,"Location(x=-113.250778, y=-63.399124, z=0.001592)","Location(x=-112.476036, y=-63.416019, z=0.000000)",7.079784631729126,85,1,1,7.17855131762809,0.19246533821992903,5.6120615671388805,15.983747360014362,0
107,-16.922044248601857,"Location(x=-109.131180, y=-41.547432, z=0.001661)","Location(x=-110.208496, y=-41.533813, z=0.000000)",14.159164667129517,143,1,2,12.596345809175787,0.06140408443232833,16.63968266369193,23.233734459434384,0
108,-15.87715030908326,"Location(x=-109.590317, y=-47.321243, z=0.001844)","Location(x=-110.549370, y=-47.278824, z=0.000000)",9.71240758895874,98,1,1,12.033107028073632,0.09545974948142277,10.867120373994112,18.502596558815455,0
109,-15.250224803281156,"Location(x=-109.395729, y=-44.739639, z=0.001852)","Location(x=-110.362503, y=-44.708405, z=0.000000)",11.755266904830933,119,1,1,12.248427668661218,0.07674169777015075,13.439227372698952,19.074490689866632,0
110,-18.360966202089273,"Location(x=-109.274643, y=-44.272442, z=0.001761)","Location(x=-110.334587, y=-44.242352, z=0.000000)",12.647285461425781,127,1,2,11.903267703509425,0.07372008059892599,13.924538414052222,21.973928084747385,0
111,-16.32983492690854,"Location(x=-109.321968, y=-44.522869, z=0.001825)","Location(x=-110.349258, y=-44.491119, z=0.000000)",11.35455060005188,115,1,2,12.896674004128137,0.07526162708539565,13.677832426386885,19.952427568459015,0
112,-19.783255699774646,"Location(x=-113.154404, y=-60.035496, z=0.001684)","Location(x=-112.168083, y=-60.079147, z=0.000000)",9.487611770629883,96,1,1,10.100240390407102,0.11715220821317837,8.924108825391158,18.110892434834476,0
113,-11.63180462204227,"Location(x=-109.512108, y=-39.782959, z=0.001818)","Location(x=-110.160225, y=-39.806786, z=0.000000)",20.5489764213562,207,1,3,15.446388401445038,0.03457740645248325,29.50967579893768,25.77114542548115,0
114,-17.223606943663068,"Location(x=-109.277290, y=-43.473682, z=0.001894)","Location(x=-110.291725, y=-43.457928, z=0.000000)",12.721209526062012,129,1,2,12.355659865988889,0.06973086015728132,14.70408288424369,23.7985712723414,0
115,-27.65811160327678,"Location(x=-109.160606, y=-25.412697, z=0.001774)","Location(x=-110.211502, y=-25.452488, z=0.000000)",18.49255871772766,187,1,6,18.942914626038615,0.030870562987338854,32.67389013618231,33.58051809812138,0
116,-29.295530979200098,"Location(x=-109.396759, y=-6.958904, z=0.001717)","Location(x=-110.347992, y=-6.998125, z=0.000000)",27.122759580612183,285,1,7,19.466664716212247,0.01970133955158469,51.265107984887436,29.110890959871217,0
117,-32.539907129750894,"Location(x=-111.704033, y=15.382004, z=0.001752)","Location(x=-110.513321, y=15.355451, z=0.000000)",32.8580117225647,395,1,8,20.14337684069087,0.013686494381812998,73.57686532783555,31.324642718175614,0
118,-20.48843981655277,"Location(x=-113.068321, y=-60.551121, z=0.001863)","Location(x=-112.226112, y=-60.594887, z=0.000000)",7.986388444900513,97,1,1,9.438555486081587,0.12490577580729348,8.420566986082122,18.335537171416114,0
