episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,waypoint_similarity,total_distance,max_speed
27,-58.54884738187142,"Location(x=-109.108681, y=-40.116333, z=0.000686)","Location(x=-110.167221, y=-40.123924, z=0.000000)",21.34208393096924,646,1,1,3.044581717569334,0.05707626001762533,18.240416960674338,9.65593724740733
28,-13.51681251673305,"Location(x=-111.545570, y=8.219515, z=0.001367)","Location(x=-110.460342, y=8.192346, z=0.000000)",30.94014596939087,934,1,4,7.7126054738836585,0.01517139034597761,66.55101333139464,34.31415906934587
29,-47.794000770966704,"Location(x=-113.077057, y=-60.394173, z=-0.000468)","Location(x=-112.208702, y=-60.436062, z=0.000000)",12.733652830123901,385,1,1,2.454658504344359,0.12364565569943214,8.744153623003513,9.322993755340576
30,-33.37028818984347,"Location(x=-109.196365, y=-38.100105, z=0.000046)","Location(x=-110.137070, y=-38.114086, z=0.000000)",14.349230289459229,434,1,1,5.04460680316562,0.050963321535636215,20.237168389736325,17.75685726821368
31,-55.71212209031388,"Location(x=-113.226524, y=-62.876732, z=0.000748)","Location(x=-112.434616, y=-62.884171, z=0.000000)",14.87618613243103,450,1,1,1.512752736933394,0.1788918468268148,6.301559794286732,9.325821018218994
32,-10.620219278384546,"Location(x=-109.380829, y=-6.198902, z=0.001257)","Location(x=-110.353615, y=-6.238251, z=0.000000)",11.610231399536133,351,1,5,16.065381130352097,0.019414061457722464,52.12408857260016,32.954194557371245
33,-39.288995387751754,"Location(x=-113.205200, y=-62.594910, z=-0.000006)","Location(x=-112.411934, y=-62.601578, z=0.000000)",5.173295021057129,156,1,1,4.564746563926102,0.16819856223181898,6.568043126957491,12.77622294211945
34,-58.487702482059426,"Location(x=-113.156097, y=-61.424374, z=0.001082)","Location(x=-112.316811, y=-61.493340, z=0.000000)",15.66869330406189,474,1,1,1.7606468482409767,0.14239588021374777,7.725833719363436,9.242825317382813
35,-59.773479645347756,"Location(x=-113.199150, y=-61.937275, z=0.000826)","Location(x=-112.363899, y=-62.020058, z=0.000000)",15.173914194107056,459,1,1,1.6945884434464986,0.15392012345057832,7.208741458598524,9.281802749633789
36,-28.755381908062375,"Location(x=-109.140587, y=-37.984398, z=0.001299)","Location(x=-110.136314, y=-38.000122, z=0.000000)",14.588775873184204,438,1,1,5.02148313879956,0.050621332303295734,20.338364611845464,18.34829722123959
37,-35.048102563333245,"Location(x=-109.152748, y=-29.579323, z=0.001410)","Location(x=-110.180687, y=-29.618975, z=0.000000)",29.792694091796875,902,1,3,3.440320570802266,0.03560792926085943,28.69171566842124,15.36428441734755
38,-56.37438408042556,"Location(x=-113.213875, y=-61.980373, z=0.001367)","Location(x=-112.367752, y=-62.065231, z=0.000000)",13.329802751541138,403,1,1,1.9297083265214978,0.15439125407856236,7.181947389559355,9.358692455291749
39,-56.887750386151325,"Location(x=-109.007469, y=-35.509426, z=0.001324)","Location(x=-110.137756, y=-35.546398, z=0.000000)",26.736319065093994,809,1,2,3.0498209004498547,0.04524031513462997,22.82018492964562,9.321405029296875
40,-51.37086325891917,"Location(x=-113.205704, y=-61.035698, z=0.001265)","Location(x=-112.278954, y=-61.102383, z=0.000000)",12.238327503204346,370,1,1,2.3763299539437917,0.13434157935353822,8.11713352566585,9.316415691375733
41,-36.09168617700005,"Location(x=-109.334694, y=-42.707924, z=0.000741)","Location(x=-110.253952, y=-42.671741, z=0.000000)",15.472514629364014,468,1,1,3.619056028442473,0.06655225692064161,15.646700312849134,14.854255352829945
42,-6.930860649458859,"Location(x=-111.454041, y=-0.268865, z=0.000282)","Location(x=-110.397560, y=-0.296192, z=0.000000)",21.699312686920166,653,1,2,9.610748115495877,0.017425963414402973,58.04573779948987,29.096961716817518
43,-37.01081086171436,"Location(x=-113.124931, y=-60.834934, z=0.001397)","Location(x=-112.257317, y=-60.889626, z=0.000000)",8.952033996582031,270,1,1,3.340543640724704,0.1300147275718567,8.308952645631507,14.33929999141078
44,-42.44348881190911,"Location(x=-113.201820, y=-61.534256, z=0.000900)","Location(x=-112.327629, y=-61.610046, z=0.000000)",9.370121717453003,283,1,1,2.9156851225002303,0.1432419223820123,7.617302494356409,11.236341904866242
45,-41.709762903767384,"Location(x=-112.892120, y=-58.184814, z=0.000103)","Location(x=-111.929771, y=-58.267963, z=0.000000)",8.608403444290161,260,1,1,4.556181975913907,0.09700488886671722,10.936541070463136,11.64448682989946
46,-34.15194851406308,"Location(x=-111.616020, y=-47.993763, z=0.001134)","Location(x=-110.622940, y=-48.123302, z=0.000000)",7.384693622589111,223,1,1,4.942787646033763,0.10492956018266746,10.166515548771713,15.444050676265629
47,-40.45692456556648,"Location(x=-109.287704, y=-43.934109, z=0.000670)","Location(x=-110.315842, y=-43.910847, z=0.000000)",10.618422508239746,321,1,1,4.868179150284228,0.0724628254279745,14.442461203841958,14.733400347214195
48,-35.28890597887645,"Location(x=-111.328888, y=-33.948605, z=0.000307)","Location(x=-110.148468, y=-33.975163, z=0.000000)",10.983083963394165,332,1,2,7.89505710125052,0.042420255918992754,24.229578097059857,16.129451058689344
49,-33.51644709031675,"Location(x=-113.156532, y=-61.291496, z=-0.000682)","Location(x=-112.303986, y=-61.357960, z=0.000000)",5.67031717300415,171,1,1,4.971605067402022,0.13813124841050403,7.831644474063069,15.690960340999162
50,-41.038203890224146,"Location(x=-112.740997, y=-56.769268, z=0.001724)","Location(x=-111.726746, y=-56.907703, z=0.000000)",12.104821681976318,366,1,1,3.653028111748506,0.08541866128890173,12.349550688639283,15.090875578161079
51,-55.75653361425375,"Location(x=-113.163864, y=-61.394882, z=0.001201)","Location(x=-112.314064, y=-61.464081, z=0.000000)",14.019322872161865,424,1,1,1.9786670831796327,0.14176946199020524,7.751034911721945,9.330721092224122
52,-28.226503225526784,"Location(x=-111.214645, y=-26.850246, z=0.001972)","Location(x=-110.200958, y=-26.877800, z=0.000000)",13.924707889556885,421,1,1,8.09855507614827,0.03255713451221582,31.490841143066064,24.149724831573643
53,-40.02868417926917,"Location(x=-113.206825, y=-62.201401, z=0.000281)","Location(x=-112.379570, y=-62.205811, z=0.000000)",4.78135347366333,140,1,1,5.385333783281632,0.1577584594888372,6.9605549711268395,12.563300815751711
54,-61.01471876000762,"Location(x=-113.254051, y=-62.251400, z=0.001202)","Location(x=-112.384071, y=-62.259888, z=0.000000)",15.431488275527954,467,1,1,1.5933567644787512,0.1613124345665244,6.925126745598391,8.980952453613282
55,-38.29547934909594,"Location(x=-113.177521, y=-62.212547, z=-0.000147)","Location(x=-112.380325, y=-62.214882, z=0.000000)",7.355050563812256,222,1,1,3.3903294497931307,0.15822307947763092,6.939628301654011,13.278104923312238
56,-37.298188490783076,"Location(x=-113.211327, y=-61.398201, z=-0.000107)","Location(x=-112.314835, y=-61.472336, z=0.000000)",5.403165817260742,163,1,1,5.1473765409328545,0.13996649366241842,7.743891074554995,13.820684590980687
57,-5.215198555647004,"Location(x=-111.228706, y=-27.924904, z=0.000998)","Location(x=-110.193008, y=-27.952330, z=0.000000)",9.796506881713867,296,1,2,11.110130788881794,0.033617619086697144,30.337527940631844,29.94849484332798
58,-30.8969133222596,"Location(x=-111.383347, y=-43.494621, z=0.000984)","Location(x=-110.299377, y=-43.605301, z=0.000000)",16.65923500061035,504,1,2,3.1536003687908267,0.07107758116948246,14.664250747999176,17.11798467972081
59,-46.313330952645046,"Location(x=-113.200378, y=-62.172215, z=0.000631)","Location(x=-112.377060, y=-62.175800, z=0.000000)",9.368647336959839,283,1,1,2.6737026658886736,0.158864041898134,6.980154380202293,9.297812747955323
60,-54.44786621110174,"Location(x=-113.183456, y=-62.056175, z=0.001173)","Location(x=-112.369293, y=-62.083427, z=0.000000)",11.743908643722534,355,1,1,2.158598201829211,0.15607764771613583,7.091587452683598,9.309825611114503
61,-20.082441666814056,"Location(x=-111.407547, y=-43.226875, z=0.001016)","Location(x=-110.285919, y=-43.343723, z=0.000000)",9.299232721328735,281,1,2,5.764552245941302,0.06951993526946518,14.931064871838316,22.54741962878136
62,-50.72731271281457,"Location(x=-113.227722, y=-62.569302, z=0.000754)","Location(x=-112.409996, y=-62.577618, z=0.000000)",9.033363580703735,273,1,1,2.6164128425848703,0.16879579037558257,6.589983714744449,9.342430114746094
63,-7.927003248025524,"Location(x=-109.010727, y=-22.392836, z=0.001445)","Location(x=-110.233826, y=-22.433651, z=0.000000)",12.929973125457764,391,1,2,9.941440044543036,0.028272126623703518,35.902075186546426,28.994470881401455
64,-21.169345865475684,"Location(x=-109.461777, y=-44.435356, z=0.000846)","Location(x=-110.344627, y=-44.413601, z=0.000000)",6.296023607254028,190,1,1,7.941206637750053,0.07479069369970395,13.906683736015111,21.898444659333126
65,-5.586907494466315,"Location(x=-109.378983, y=-11.549192, z=0.001652)","Location(x=-110.314041, y=-11.588311, z=0.000000)",13.498188257217407,403,1,5,12.538745608388144,0.021654082201779723,46.726230415166356,31.727581985014268
66,-16.391971460335103,"Location(x=-109.325035, y=-5.471772, z=0.001224)","Location(x=-110.358986, y=-5.511482, z=0.000000)",14.577641010284424,441,1,1,12.945453002212666,0.019155116519235103,52.80060411058366,27.096522746217726
67,-58.11361554749951,"Location(x=-113.147919, y=-61.162270, z=0.001158)","Location(x=-112.291138, y=-61.225403, z=0.000000)",18.77183485031128,568,1,1,1.518075764294384,0.13733236362829554,7.983862196328118,9.33854112625122
68,-48.50709798969295,"Location(x=-113.224136, y=-62.784603, z=0.000302)","Location(x=-112.427246, y=-62.792324, z=0.000000)",10.290956974029541,311,1,1,2.2173154929347487,0.1747748849290605,6.368853153660893,9.320512390136718
69,-46.287494454557724,"Location(x=-113.167694, y=-61.356125, z=0.000152)","Location(x=-112.310371, y=-61.424973, z=0.000000)",5.931883811950684,179,1,1,4.70708938437224,0.14013725950178935,7.788106731371954,10.73343096150327
70,-42.332443942312544,"Location(x=-113.248451, y=-63.626404, z=0.001272)","Location(x=-112.492844, y=-63.652328, z=0.000000)",6.529661417007446,197,1,1,3.0465673330740084,0.20446195695360228,5.542523062555119,11.82426971406436
71,-17.79377411265399,"Location(x=-111.405037, y=-8.183054, z=0.000468)","Location(x=-110.339027, y=-8.210317, z=0.000000)",14.813985586166382,448,1,6,12.140554884834213,0.020192074797407866,50.24142750236206,36.32658711551495
72,-8.05775326643902,"Location(x=-109.370445, y=-3.441543, z=0.001868)","Location(x=-110.374008, y=-3.481081, z=0.000000)",16.692654371261597,505,1,5,11.770752530909387,0.018433086060251035,54.94136246154085,32.37561878846816
73,-41.45357204736714,"Location(x=-113.237518, y=-63.517040, z=-0.000008)","Location(x=-112.484833, y=-63.537243, z=0.000000)",5.965318441390991,180,1,1,3.405130787450434,0.19900625364485228,5.661909258225933,11.681767426891662
74,-51.90206980707927,"Location(x=-111.564041, y=-46.635181, z=0.001080)","Location(x=-110.509560, y=-46.790279, z=0.000000)",9.890387296676636,299,1,2,4.159657551910937,0.09239557131806919,11.508937216131017,9.353344345092774
75,-41.606472578940846,"Location(x=-113.242538, y=-62.708672, z=0.000956)","Location(x=-112.421295, y=-62.718014, z=0.000000)",5.663769483566284,171,1,1,4.095144577437301,0.17180521038417843,6.461407583788969,11.66034408413131
76,-41.869607769530894,"Location(x=-113.257011, y=-62.962994, z=0.001079)","Location(x=-112.441689, y=-62.972668, z=0.000000)",4.679007530212402,141,1,1,4.770053764532201,0.17908224843728984,6.204692907165736,11.497053667251198
77,-22.93202801122324,"Location(x=-113.159431, y=-60.895073, z=0.000077)","Location(x=-112.263977, y=-60.954403, z=0.000000)",5.300100803375244,154,1,1,5.8212962391295004,0.12967553953678096,8.252039954764768,21.010322462501648
78,-44.23686417784623,"Location(x=-113.233627, y=-61.776630, z=-0.000368)","Location(x=-112.350082, y=-61.860390, z=0.000000)",8.870001077651978,268,1,1,2.9661083412766467,0.14832091502140995,7.358344648964703,10.344973601021234
79,-14.404796773910853,"Location(x=-109.521240, y=15.225957, z=0.000167)","Location(x=-110.512077, y=15.186475, z=0.000000)",16.624271631240845,503,1,5,15.818214001684082,0.013702386261735196,73.56030075997114,34.653159745471584
80,-31.698646043395083,"Location(x=-111.217949, y=-39.656963, z=0.000789)","Location(x=-110.158661, y=-39.730087, z=0.000000)",9.529691457748413,288,1,2,6.998168004249887,0.05590412746669553,18.60989256744506,18.207924766274918
81,-46.92226670769128,"Location(x=-113.207062, y=-62.222858, z=0.001337)","Location(x=-112.381378, y=-62.227524, z=0.000000)",5.931989669799805,179,1,1,4.185207249192903,0.15950580244951001,6.923013137420639,9.46172752231445
82,-52.82270897506197,"Location(x=-113.227432, y=-62.230717, z=0.000275)","Location(x=-112.382164, y=-62.236992, z=0.000000)",10.22508192062378,309,1,1,2.4222334483509687,0.16044729068097746,6.921131088165566,9.360227108001709
83,-9.412343104471294,"Location(x=-111.357430, y=-12.325663, z=0.001314)","Location(x=-110.308388, y=-12.353024, z=0.000000)",18.28531289100647,553,1,6,9.013600558798519,0.02204187288504627,46.06206188863143,32.269254450060544
84,-21.48862991520569,"Location(x=-111.207008, y=-32.541477, z=0.001105)","Location(x=-110.158867, y=-32.568821, z=0.000000)",20.519309282302856,621,1,1,4.479426474248411,0.04004738417700487,25.678331710631028,21.783841542270114
85,-34.05454449784893,"Location(x=-113.000877, y=-59.353813, z=0.000111)","Location(x=-112.092957, y=-59.462280, z=0.000000)",11.146117687225342,337,1,1,3.1314488331287778,0.10907838768147553,9.750831622164696,15.450248691053195
86,-49.25836899479951,"Location(x=-113.230972, y=-62.606636, z=0.001015)","Location(x=-112.413040, y=-62.615223, z=0.000000)",6.132561683654785,185,1,1,3.8315629344193742,0.1695349697348525,6.553389604901895,9.343057537078858
87,-19.465717457042118,"Location(x=-109.197418, y=-33.554790, z=-0.000190)","Location(x=-110.151283, y=-33.593998, z=0.000000)",11.741340637207031,355,1,1,7.543882193055625,0.041346161766856994,24.733605173416436,22.77893030677951
88,-43.49816583980764,"Location(x=-113.205223, y=-62.505756, z=0.001192)","Location(x=-112.404716, y=-62.512253, z=0.000000)",6.791115999221802,205,1,1,3.507671751446011,0.1662272954171821,6.638464602670865,10.676532017186037
89,-48.264795031288514,"Location(x=-113.202866, y=-62.548431, z=0.001299)","Location(x=-112.408165, y=-62.554867, z=0.000000)",9.1254563331604,268,1,1,2.6560383603314204,0.16780913040337106,6.592694773338735,9.336832237243653
90,-50.01398477585404,"Location(x=-113.194839, y=-60.986317, z=0.000678)","Location(x=-112.273796, y=-61.050968, z=0.000000)",8.837130784988403,267,1,1,3.3081348057781264,0.13330282191533846,8.16620266274549,9.26678409576416
91,-8.685929385151486,"Location(x=-111.141235, y=-25.552271, z=0.000144)","Location(x=-110.210556, y=-25.580318, z=0.000000)",22.303136825561523,675,1,1,5.244887279923297,0.03114643757323689,32.70831507071853,28.19163423412508
92,-46.89609135143063,"Location(x=-113.239471, y=-63.530197, z=0.001504)","Location(x=-112.485817, y=-63.551094, z=0.000000)",5.868048906326294,177,1,1,3.452441198673286,0.2005743816419355,5.641767665510997,9.527284141560868
93,-5.628625321208357,"Location(x=-111.511406, y=-7.822829, z=0.001831)","Location(x=-110.341698, y=-7.849480, z=0.000000)",11.61251449584961,351,1,2,15.56226597424594,0.020059382545707074,50.47648372640833,34.26271630951813
94,-50.78992102584606,"Location(x=-113.169296, y=-61.544399, z=0.001113)","Location(x=-112.328270, y=-61.617046, z=0.000000)",8.214196920394897,248,1,1,3.3149422833091013,0.1441634554867427,7.600538844708353,9.329417324066162
95,-29.262633472649583,"Location(x=-111.397987, y=-45.241390, z=0.000845)","Location(x=-110.402008, y=-45.321426, z=0.000000)",7.484197616577148,226,1,1,6.199976163952713,0.08110700964079709,12.924432592000812,18.054452459383324
96,-15.18257992907748,"Location(x=-111.020668, y=-23.111097, z=0.001545)","Location(x=-110.228607, y=-23.139971, z=0.000000)",10.124643802642822,306,1,1,12.49082739855253,0.028987560927641435,35.286290980177,26.359726126496767
97,-47.60950355113814,"Location(x=-113.239792, y=-63.618954, z=0.000631)","Location(x=-112.492264, y=-63.643848, z=0.000000)",7.386762380599976,223,1,1,2.6959541600484624,0.2039508137977237,5.554686517221853,9.306734848022462
98,-34.129383415801,"Location(x=-109.744301, y=-47.742832, z=0.001570)","Location(x=-110.585762, y=-47.705212, z=0.000000)",7.354196310043335,222,1,1,5.18426847839237,0.1000837832057295,10.617664002580568,16.40135439846061
99,-58.20471036948455,"Location(x=-113.204590, y=-62.145775, z=0.001381)","Location(x=-112.374855, y=-62.149345, z=0.000000)",9.203488111495972,278,1,1,2.717369201112762,0.15883305958535007,7.00565094104968,9.324506092071534
100,-10.629597226140465,"Location(x=-111.359520, y=-37.612881, z=0.001096)","Location(x=-110.134468, y=-37.619862, z=0.000000)",8.768514156341553,265,1,2,8.409600294865522,0.049917398171732845,20.545730675803497,27.312624590423933
101,-43.5871290990936,"Location(x=-113.212631, y=-63.277065, z=0.000570)","Location(x=-112.466385, y=-63.287590, z=0.000000)",7.2910215854644775,220,1,1,2.9096720538187513,0.19011814315716682,5.895011237589642,10.612307326978238
102,-28.883103893536955,"Location(x=-111.385681, y=-44.171333, z=0.001227)","Location(x=-110.336197, y=-44.270115, z=0.000000)",6.431090354919434,194,1,2,7.820167948321879,0.07463791110243266,13.99196731520351,18.110052058327383
103,-48.157832705990124,"Location(x=-113.251129, y=-63.207527, z=0.001301)","Location(x=-112.461143, y=-63.219467, z=0.000000)",6.133907318115234,185,1,1,3.4968115509850386,0.1884280989722862,5.971147838747129,9.360653686523438
104,-5.110997297284394,"Location(x=-111.051620, y=-31.615665, z=0.001336)","Location(x=-110.165703, y=-31.643972, z=0.000000)",8.37588381767273,253,1,1,11.39837253623777,0.03837020166685234,26.6180486404337,30.118987960112076
105,-13.630104032284127,"Location(x=-111.167198, y=-31.406107, z=0.001528)","Location(x=-110.167259, y=-31.433739, z=0.000000)",8.362748861312866,244,1,1,11.950159716842661,0.03819479939802837,26.928245927672833,26.07503116659077
106,-44.406996464746754,"Location(x=-113.214737, y=-62.972996, z=0.001148)","Location(x=-112.442245, y=-62.979557, z=0.000000)",8.806007385253906,266,1,1,2.5220829535070273,0.18027262280976722,6.1924843629822135,10.209927028854407
107,-22.860127313987668,"Location(x=-111.329117, y=-35.707256, z=0.001265)","Location(x=-110.136795, y=-35.729588, z=0.000000)",11.146383047103882,337,1,2,7.212273577628036,0.045722336700305365,22.462580662569962,21.221546829419573
108,-29.403441776354395,"Location(x=-111.511909, y=-44.832840, z=0.000434)","Location(x=-110.376244, y=-44.927246, z=0.000000)",11.511218786239624,348,1,2,4.145635655684365,0.07853426483513117,13.325885850586928,17.883875528406055
109,-5.476377095500015,"Location(x=-111.349304, y=-38.182392, z=0.001671)","Location(x=-110.137566, y=-38.182743, z=0.000000)",6.56344199180603,198,1,2,10.948434558744532,0.05136234048667313,19.981807239353657,30.399159654427354
110,-40.43028539321355,"Location(x=-111.368355, y=-42.177940, z=0.001362)","Location(x=-110.234467, y=-42.216656, z=0.000000)",9.29922366142273,281,1,4,6.158857659202029,0.06527984983105455,15.986055391840637,13.425247951456514
111,-28.292475771707878,"Location(x=-111.314888, y=-22.248774, z=0.001237)","Location(x=-110.234993, y=-22.275940, z=0.000000)",13.820168018341064,418,1,4,9.317717878532617,0.028319519404766336,36.00704121380113,18.409642566034847
112,-29.273978433877247,"Location(x=-113.226318, y=-62.558075, z=0.000403)","Location(x=-112.409088, y=-62.566269, z=0.000000)",5.676187992095947,171,1,1,4.20118301399462,0.16564816493435489,6.597946811467409,17.802712637685556
113,-26.03002768429815,"Location(x=-112.852242, y=-58.343575, z=0.001002)","Location(x=-111.952026, y=-58.421581, z=0.000000)",5.407248020172119,163,1,1,7.170815374222198,0.09801886268207993,10.763912916416302,19.46076176593267
114,-5.176661855227326,"Location(x=-111.398178, y=-12.634750, z=0.000754)","Location(x=-110.306099, y=-12.661855, z=0.000000)",8.706202983856201,263,1,2,18.784955935936065,0.022201996826340054,45.64055292401463,31.562747431290187
115,-12.47383226715362,"Location(x=-111.504723, y=-45.409283, z=-0.000198)","Location(x=-110.413605, y=-45.492630, z=0.000000)",6.101297378540039,184,1,2,7.517297750565964,0.08177148223506779,12.733932261820883,26.339665799199558
116,-8.086892619414623,"Location(x=-111.299965, y=-14.192073, z=0.000405)","Location(x=-110.294579, y=-14.219689, z=0.000000)",11.287447214126587,341,1,1,13.972562997835661,0.02302098579895248,44.113231726398226,28.489056046467088
117,-23.903109217061555,"Location(x=-111.265137, y=-28.276257, z=0.001202)","Location(x=-110.190414, y=-28.303448, z=0.000000)",11.071887016296387,335,1,2,9.677630085056764,0.034120175020478864,29.95508676674217,21.611939920906746
118,-39.21813263702744,"Location(x=-113.115044, y=-60.723644, z=0.001260)","Location(x=-112.245377, y=-60.775295, z=0.000000)",6.493268728256226,196,1,1,4.654300117643227,0.1281579282299905,8.406037526670843,12.949652433897022
119,-28.618248080504152,"Location(x=-113.197037, y=-63.361210, z=-0.000782)","Location(x=-112.472832, y=-63.372807, z=0.000000)",7.385267734527588,223,1,1,2.826516491508945,0.19071663621255455,5.8101399628212675,18.09930757130013
120,-29.70481660654898,"Location(x=-113.215446, y=-62.392166, z=0.001695)","Location(x=-112.395500, y=-62.398895, z=0.000000)",4.225326776504517,127,1,1,5.79324408496449,0.16136612993602284,6.763241264037788,18.203111158231376
