episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,total_distance,max_speed,throttle_diff
48,-5.125750005341185,"Location(x=-109.192390, y=-43.198772, z=0.001373)","Location(x=-110.277916, y=-43.182724, z=0.000000)",4.407197952270508,133,1,2,12.345614781293865,15.153757913969457,21.235208258436433,0.03571428571428581
49,-4.825521320327833,"Location(x=-113.154747, y=-62.405766, z=0.001491)","Location(x=-112.396240, y=-62.408043, z=0.000000)",2.896695137023926,87,1,1,8.424815215801093,6.729746080003679,20.271461138287474,0.1785714285714286
50,-4.8998489318199985,"Location(x=-113.243248, y=-62.046841, z=0.003082)","Location(x=-112.369293, y=-62.083427, z=0.000000)",2.960554599761963,89,1,1,8.673974033912234,7.093037731014192,21.198343655275483,0.03571428571428581
51,-5.110308457520585,"Location(x=-112.536140, y=-55.067200, z=0.000888)","Location(x=-111.476509, y=-55.219082, z=0.000000)",4.217126369476318,127,1,2,11.96563795715619,14.048608808778226,22.189468124740106,0.1071428571428571
52,-4.83927667323878,"Location(x=-109.112000, y=-32.477478, z=0.001272)","Location(x=-110.159248, y=-32.517239, z=0.000000)",6.390251874923706,193,1,1,14.455382129019382,25.797379966825247,21.946111038954925,0.25
53,-4.842332390483689,"Location(x=-113.188805, y=-62.145134, z=0.003985)","Location(x=-112.374695, y=-62.147511, z=0.000000)",2.9297192096710205,88,1,1,8.646593977744162,6.985234583728015,21.876870463078227,0.1071428571428571
54,-5.6651979704833435,"Location(x=-112.912720, y=-58.730270, z=0.000095)","Location(x=-112.008064, y=-58.819916, z=0.000000)",3.5249204635620117,106,1,1,10.630399574077373,10.367000462021679,22.33006380995907,0.75
55,-5.11744185224986,"Location(x=-112.634781, y=-55.623772, z=0.002911)","Location(x=-111.558006, y=-55.774601, z=0.000000)",4.083036422729492,123,1,2,11.861795419730145,13.46744236163795,21.87778375307702,0.1071428571428571
56,-4.858172340711956,"Location(x=-113.164665, y=-62.091709, z=0.002603)","Location(x=-112.369980, y=-62.091545, z=0.000000)",2.9315497875213623,88,1,1,8.685898846866491,7.035906543955207,21.096752198228412,0.1785714285714286
57,-4.796385611683295,"Location(x=-109.141052, y=-35.877682, z=0.001286)","Location(x=-110.135933, y=-35.911995, z=0.000000)",5.701777696609497,172,1,1,14.044821864434983,22.41092955088243,22.576841260041665,0.25
58,-4.950803942337633,"Location(x=-109.248253, y=-38.503162, z=0.000145)","Location(x=-110.140404, y=-38.511581, z=0.000000)",5.2989583015441895,160,1,1,13.40802349829716,19.804262605961412,21.833229624080325,0.03571428571428581
59,-5.289782636487224,"Location(x=-113.212738, y=-63.328358, z=0.000647)","Location(x=-112.470375, y=-63.340214, z=0.000000)",2.802821397781372,84,1,1,7.5433916896967,5.821462019812316,20.881036767050922,0.4642857142857143
60,-4.898452283300243,"Location(x=-113.089920, y=-60.862762, z=0.001140)","Location(x=-112.259865, y=-60.914368, z=0.000000)",3.094802141189575,93,1,1,9.630891243808447,8.229447671212256,21.3838618993415,0.1071428571428571
61,-5.085570902358538,"Location(x=-109.133881, y=-40.722851, z=0.001708)","Location(x=-110.182686, y=-40.721947, z=0.000000)",4.937719106674194,146,1,1,13.078258717766508,17.60349136032164,21.357976025554127,0.1071428571428571
62,-4.934189559377245,"Location(x=-113.056015, y=-59.957653, z=0.000523)","Location(x=-112.163170, y=-60.037186, z=0.000000)",3.255156993865967,98,1,1,10.13376889886247,9.152900933520868,21.325212016122393,0.1071428571428571
63,-4.9490484046136105,"Location(x=-109.266632, y=-37.483250, z=0.001142)","Location(x=-110.134094, y=-37.503887, z=0.000000)",5.43400239944458,164,1,1,13.681431968124363,20.8015121310018,21.950915912031757,0.1785714285714286
64,-5.1222103762147455,"Location(x=-109.201050, y=-43.492260, z=0.000995)","Location(x=-110.292427, y=-43.471592, z=0.000000)",4.408495664596558,133,1,2,12.103946676761213,14.86764886463061,22.021895461787132,0.1071428571428571
65,-4.056177049161494,"Location(x=-109.588181, y=-47.693027, z=0.001385)","Location(x=-110.580284, y=-47.642105, z=0.000000)",3.554687261581421,107,1,1,10.841806134258904,10.663362240418792,21.887424145730954,0.9950479022227228
66,-5.736325600675344,"Location(x=-109.327499, y=-42.613152, z=0.001304)","Location(x=-110.250252, y=-42.588352, z=0.000000)",4.448836088180542,134,1,1,12.688987338161557,15.704359363764524,21.351415460806226,0.75
67,-4.950133397943885,"Location(x=-113.057098, y=-59.990681, z=0.000512)","Location(x=-112.163170, y=-60.037186, z=0.000000)",3.294168472290039,99,1,1,10.008677779610803,9.116159154567868,21.193112355477698,0.03571428571428581
68,-5.439993670972987,"Location(x=-113.146759, y=-61.981213, z=0.001992)","Location(x=-112.367233, y=-62.059231, z=0.000000)",3.04015851020813,88,1,1,8.813940252226063,7.138062920887023,21.665112675762174,0.6071428571428572
69,-4.88934556736166,"Location(x=-112.717049, y=-57.996498, z=0.003305)","Location(x=-111.898674, y=-58.056206, z=0.000000)",3.6593687534332275,110,1,1,10.956973995369113,11.094568520784378,21.968148505529424,0.1785714285714286
70,-4.886139181044281,"Location(x=-113.172363, y=-61.715149, z=0.002832)","Location(x=-112.343994, y=-61.791458, z=0.000000)",2.925636053085327,88,1,1,9.176533984272611,7.419538864865899,21.231014617648366,0.1785714285714286
71,-5.597631909773389,"Location(x=-109.304352, y=-42.939198, z=0.000782)","Location(x=-110.266006, y=-42.934414, z=0.000000)",4.453608274459839,134,1,1,12.443335693046121,15.393898588605225,21.945804623742887,0.6071428571428572
72,-5.00869241940348,"Location(x=-109.247368, y=-41.348095, z=0.001640)","Location(x=-110.201859, y=-41.340778, z=0.000000)",4.851974964141846,146,1,1,12.570039601101742,16.949429728556424,21.797488702954283,0.1071428571428571
73,-4.871973686706556,"Location(x=-113.079803, y=-61.033192, z=0.000747)","Location(x=-112.277412, y=-61.086910, z=0.000000)",3.124919891357422,94,1,1,9.351575720583865,8.085941547062248,21.51327302870003,0.1785714285714286
74,-5.115322281916851,"Location(x=-109.394119, y=8.554634, z=0.001433)","Location(x=-110.462730, y=8.514699, z=0.000000)",14.025686740875244,421,1,1,17.107727169867772,66.86291100690141,22.21716471180937,0.03571428571428581
75,-5.197199625774469,"Location(x=-113.082840, y=-61.101009, z=0.000934)","Location(x=-112.284332, y=-61.156311, z=0.000000)",3.028554677963257,91,1,1,9.58716172471028,8.017462802119553,21.022789922010887,0.32142857142857145
76,-5.441634973079408,"Location(x=-112.592461, y=-56.506660, z=0.001689)","Location(x=-111.685341, y=-56.631092, z=0.000000)",4.055958986282349,122,1,1,11.190401450523778,12.584426823072135,21.211935154777365,0.4642857142857143
77,-4.910271406210917,"Location(x=-113.143150, y=-61.057156, z=0.002287)","Location(x=-112.280510, y=-61.117825, z=0.000000)",3.0869319438934326,93,1,1,9.417575618741001,8.055932788178325,21.800958704587398,0.03571428571428581
78,-5.215972875461761,"Location(x=-113.071762, y=-60.743469, z=0.001118)","Location(x=-112.247040, y=-60.791039, z=0.000000)",3.160414457321167,95,1,1,9.57762981967383,8.370517800329253,21.250422858734627,0.32142857142857145
79,-5.54804656713093,"Location(x=-109.701088, y=-47.473320, z=0.002084)","Location(x=-110.562752, y=-47.437752, z=0.000000)",3.6562881469726562,110,1,1,10.694183693396731,10.851674175821245,21.691594701650832,0.6071428571428572
80,-4.685891914739756,"Location(x=-109.716217, y=-48.015923, z=0.000239)","Location(x=-110.609093, y=-47.969532, z=0.000000)",3.521362781524658,106,1,1,10.575530558692359,10.32412278605625,21.992627264472656,0.2857142857142857
81,-5.010601047568651,"Location(x=-112.970131, y=-58.672478, z=0.000591)","Location(x=-112.001129, y=-58.769531, z=0.000000)",3.5906360149383545,108,1,1,10.47699567240438,10.420485096052289,21.48588591345288,0.1071428571428571
82,-5.745943823954734,"Location(x=-111.341415, y=-30.735575, z=0.001340)","Location(x=-110.172226, y=-30.762203, z=0.000000)",8.70573115348816,263,1,2,15.880161510086392,38.426859428174794,22.642376237122864,0.5492927942957198
83,-5.2783246178901555,"Location(x=-109.251022, y=-37.548939, z=0.000763)","Location(x=-110.134293, y=-37.568966, z=0.000000)",5.436386346817017,164,1,1,13.724128762562467,20.753459512256086,22.391211869352716,0.32142857142857145
84,-5.414467420227505,"Location(x=-109.057304, y=-36.243832, z=0.001832)","Location(x=-110.134537, y=-36.276379, z=0.000000)",5.665725231170654,171,1,1,13.944479970651761,22.062289701774716,20.46102402841753,0.32142857142857145
85,-4.745057576665921,"Location(x=-113.084854, y=-59.800156, z=0.000567)","Location(x=-112.149963, y=-59.925526, z=0.000000)",3.3639652729034424,101,1,1,10.020677715744783,9.315085236914456,21.55504966129263,0.25
86,-4.847917848093377,"Location(x=-113.186798, y=-62.245129, z=0.002629)","Location(x=-112.383118, y=-62.248508, z=0.000000)",2.8282623291015625,85,1,1,8.814846826808713,6.890813020057976,21.321980413328372,0.03571428571428581
87,-4.967284020689643,"Location(x=-109.606461, y=-46.916824, z=0.001311)","Location(x=-110.517105, y=-46.884830, z=0.000000)",3.78747820854187,114,1,1,10.889208229373946,11.425446229986846,21.436697908954923,0.1071428571428571
88,-5.635552756893549,"Location(x=-113.108047, y=-61.316654, z=0.000815)","Location(x=-112.305962, y=-61.378624, z=0.000000)",3.0637736320495605,92,1,1,9.221082876618038,7.797380043659359,20.957885677758306,0.75
89,-5.329249394877701,"Location(x=-113.211411, y=-62.297005, z=0.002179)","Location(x=-112.387611, y=-62.302715, z=0.000000)",2.9773991107940674,86,1,1,8.65911018210451,6.841803182382137,21.097468610613724,0.4642857142857143
90,-4.556458442360661,"Location(x=-109.557549, y=-42.945404, z=0.001314)","Location(x=-110.267006, y=-42.955761, z=0.000000)",6.4611241817474365,195,1,4,14.649560959366548,26.47654978837818,21.98884590634344,0.25
91,-5.332293147091347,"Location(x=-109.308395, y=-42.812325, z=0.001327)","Location(x=-110.260231, y=-42.809986, z=0.000000)",4.408497333526611,133,1,1,12.63706055965792,15.518340966664255,21.14293345885553,0.32142857142857145
92,-5.421109789769902,"Location(x=-112.932579, y=-60.054878, z=0.000706)","Location(x=-112.167740, y=-60.076141, z=0.000000)",3.3251914978027344,100,1,1,9.857657753034216,9.050189279485494,20.777169034109978,0.6071428571428572
93,-5.195223153476656,"Location(x=-111.446251, y=-43.290455, z=0.001824)","Location(x=-110.289200, y=-43.408516, z=0.000000)",4.315529823303223,130,1,2,12.360967740293807,14.834677902050316,22.16972351970678,0.03571428571428581
94,-4.920157569556393,"Location(x=-113.090118, y=-60.597614, z=0.001451)","Location(x=-112.231445, y=-60.644440, z=0.000000)",3.15468692779541,95,1,1,9.757483132537718,8.524920989759266,21.358841400113793,0.03571428571428581
95,-4.4509373607196165,"Location(x=-109.861832, y=-48.623840, z=-0.000233)","Location(x=-110.664963, y=-48.576954, z=0.000000)",3.458228349685669,104,1,1,10.159925469447812,9.727309723617509,21.88853137058946,0.4501408679144723
96,-4.944822157819186,"Location(x=-109.432304, y=-43.675518, z=0.002544)","Location(x=-110.302567, y=-43.665543, z=0.000000)",4.314008474349976,130,1,1,12.224722379599035,14.650228979997337,22.357759400854903,0.1785714285714286
97,-4.9209505206725375,"Location(x=-113.109238, y=-60.817940, z=0.000887)","Location(x=-112.255363, y=-60.870705, z=0.000000)",3.0970427989959717,93,1,1,9.694270653580606,8.29537187796086,21.36172012869953,0.03571428571428581
98,-4.780063541033565,"Location(x=-109.569580, y=-47.134258, z=-0.000251)","Location(x=-110.534073, y=-47.094070, z=0.000000)",3.6914148330688477,111,1,1,10.962255411697566,11.21180114429444,22.182880792851044,0.25
99,-4.926735157668198,"Location(x=-113.078445, y=-59.958748, z=0.000517)","Location(x=-112.163170, y=-60.037186, z=0.000000)",3.238718032836914,97,1,1,10.213821163800421,9.12709086528048,21.63216493931378,0.1785714285714286
100,-5.752184432501953,"Location(x=-109.235214, y=-41.068535, z=0.001198)","Location(x=-110.192924, y=-41.065174, z=0.000000)",4.811307668685913,145,1,1,12.881151368472286,17.24367934744805,22.092811004089256,0.75
101,-5.6876468719915,"Location(x=-109.260971, y=-38.130604, z=0.001482)","Location(x=-110.137276, y=-38.143826, z=0.000000)",7.418453931808472,224,1,5,15.177953760162579,31.29416847927496,22.338520605201417,0.75
102,-5.056669531240706,"Location(x=-109.210236, y=-41.761841, z=0.000925)","Location(x=-110.216194, y=-41.747101, z=0.000000)",4.644535779953003,140,1,1,12.810820258312422,16.566659873817116,20.71921117338721,0.11748708571706501
103,-4.823433956031656,"Location(x=-113.162071, y=-62.742035, z=0.002063)","Location(x=-112.423492, y=-62.745327, z=0.000000)",2.7905654907226562,84,1,1,8.287642290381664,6.402896651532501,20.66010080549706,0.1785714285714286
104,-5.62945250157871,"Location(x=-109.132500, y=-37.222595, z=0.001282)","Location(x=-110.133545, y=-37.246651, z=0.000000)",5.4005396366119385,163,1,1,13.926626317915701,21.07211470697075,22.46976857494139,0.6071428571428572
105,-5.762994266571162,"Location(x=-109.514091, y=-46.494473, z=0.004241)","Location(x=-110.482079, y=-46.437653, z=0.000000)",3.7878401279449463,114,1,1,11.275067317742513,11.853554808534682,22.088094891620667,0.75
106,-4.939336916033569,"Location(x=-113.106140, y=-60.473740, z=0.000880)","Location(x=-112.217949, y=-60.520004, z=0.000000)",3.2243053913116455,97,1,1,9.668233186041055,8.630185877904296,21.347883123744236,0.03571428571428581
107,-5.170503585680383,"Location(x=-109.363846, y=-46.727676, z=0.001733)","Location(x=-110.500641, y=-46.677399, z=0.000000)",3.6882822513580322,111,1,2,11.410086619523224,11.666694938670844,20.89353301351204,0.03571428571428581
108,-5.200855658867259,"Location(x=-109.632118, y=-47.381435, z=-0.000369)","Location(x=-110.554619, y=-47.341541, z=0.000000)",3.652031183242798,110,1,1,10.824412911837147,10.963994388934225,22.488856647724347,0.2123306542634964
109,-4.239655873445829,"Location(x=-109.794617, y=-48.577278, z=0.000301)","Location(x=-110.660088, y=-48.525261, z=0.000000)",3.486938714981079,105,1,1,10.09879361087552,9.76391078857705,21.990149347306303,0.7142857142857142
110,-5.757829020106658,"Location(x=-109.599815, y=-47.296741, z=0.001868)","Location(x=-110.547447, y=-47.255745, z=0.000000)",3.655348777770996,110,1,1,10.89852015147664,11.050343239679933,21.312227344142936,0.75
111,-5.844227685298589,"Location(x=-109.086288, y=-37.560658, z=0.001236)","Location(x=-110.134338, y=-37.581524, z=0.000000)",5.40352988243103,163,1,3,13.777644942289898,20.735918389633298,21.773323464876537,0.75
112,-4.81434382885385,"Location(x=-109.150993, y=-31.908825, z=0.001276)","Location(x=-110.163452, y=-31.948381, z=0.000000)",8.439239978790283,255,1,5,15.984868849436879,37.4457758134231,22.69445184873994,0.25
113,-4.894197738113348,"Location(x=-113.051987, y=-60.398804, z=0.000528)","Location(x=-112.208939, y=-60.438202, z=0.000000)",3.1611058712005615,95,1,1,9.974622137691737,8.711487801745534,20.67099219295187,0.03571428571428581
114,-4.969575093629199,"Location(x=-109.397964, y=-43.737030, z=0.000250)","Location(x=-110.305687, y=-43.723900, z=0.000000)",4.402250051498413,130,1,1,12.162793285794478,14.587527561932802,21.99814450577201,0.1071428571428571
115,-5.043407840539853,"Location(x=-109.270233, y=-43.323338, z=0.000253)","Location(x=-110.284218, y=-43.309803, z=0.000000)",4.407320499420166,133,1,1,12.231221700500651,15.02096935454756,22.26435226916429,0.1071428571428571
116,-5.469473937834227,"Location(x=-109.582321, y=-45.425285, z=0.000811)","Location(x=-110.406807, y=-45.392700, z=0.000000)",3.9818663597106934,120,1,1,11.677132193389129,12.906281075440347,21.210780277238165,0.6071428571428572
117,-5.493906115064882,"Location(x=-109.268883, y=-42.477303, z=0.001173)","Location(x=-110.244377, y=-42.453018, z=0.000000)",4.541816711425781,137,1,1,12.53355642475428,15.858351152390242,21.743082729168773,0.4642857142857143
118,-4.787852201587496,"Location(x=-113.221260, y=-64.138206, z=-0.000193)","Location(x=-112.521759, y=-64.136948, z=0.000000)",2.5662479400634766,77,1,1,7.131566043094105,5.023004659451544,20.54894323332658,0.03571428571428581
119,-5.784430295587513,"Location(x=-112.722603, y=-56.840637, z=0.001497)","Location(x=-111.736847, y=-56.975090, z=0.000000)",3.9170634746551514,118,1,1,11.294591956212303,12.274107741657645,21.29397334607161,0.75
120,-5.402657148657665,"Location(x=-113.145538, y=-60.861874, z=0.001026)","Location(x=-112.260368, y=-60.919170, z=0.000000)",3.091294527053833,93,1,1,9.646320785007068,8.25772218964994,21.593772330696837,0.4642857142857143
121,-5.706640617307799,"Location(x=-109.591736, y=-47.151028, z=0.000936)","Location(x=-110.535583, y=-47.112518, z=0.000000)",3.689178466796875,111,1,1,10.958668322015212,11.199927177280188,22.147510373133553,0.75
122,-5.013289358275562,"Location(x=-109.212372, y=-40.985477, z=0.000817)","Location(x=-110.190376, y=-40.982750, z=0.000000)",5.027273178100586,146,1,1,12.858311742859282,17.329082887154073,21.25293851842311,0.03571428571428581
