episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,total_distance,max_speed,throttle_diff
0,-4.941890471418141,"Location(x=-113.037849, y=-59.881107, z=0.000257)","Location(x=-112.158905, y=-60.000923, z=0.000000)",3.2450382709503174,98,1,1,10.208925504991235,9.216137621551752,21.785380129068134,0.18333333333333335
1,-4.9577821645866695,"Location(x=-112.924843, y=-58.980816, z=-0.000303)","Location(x=-112.042557, y=-59.074680, z=0.000000)",3.3904383182525635,102,1,1,10.759336705307526,10.111795676406473,22.093170137821495,0.0
2,-5.443417852782657,"Location(x=-111.390434, y=-28.595999, z=0.001354)","Location(x=-110.188057, y=-28.622433, z=0.000000)",7.02977991104126,212,1,2,15.066969129951355,29.51799566997215,22.372218858803457,0.21666666666666667
3,-5.188199568968407,"Location(x=-109.005928, y=-32.043545, z=0.001489)","Location(x=-110.162453, y=-32.083954, z=0.000000)",6.439003229141235,194,1,2,14.617389441646448,26.201846302952617,21.959815808194858,0.08333333333333337
4,-5.703556786026532,"Location(x=-109.084991, y=-26.345293, z=0.001252)","Location(x=-110.204597, y=-26.385490, z=0.000000)",7.426707029342651,224,1,2,15.39394068978301,31.871265536174178,21.516430461470406,0.55
5,-5.368026325963227,"Location(x=-109.352432, y=-43.162827, z=0.001301)","Location(x=-110.276657, y=-43.157043, z=0.000000)",6.306236743927002,190,1,1,14.827714533354174,26.183817654382437,21.645586046368344,0.4166666666666667
6,-5.30407268025657,"Location(x=-112.870430, y=-58.449795, z=0.001198)","Location(x=-111.967667, y=-58.530952, z=0.000000)",3.5635602474212646,107,1,1,10.756787584208356,10.614304775372148,21.695820935155464,0.35
7,-5.038161468177229,"Location(x=-109.384048, y=-45.126541, z=0.002933)","Location(x=-110.386559, y=-45.087540, z=0.000000)",3.991777181625366,120,1,1,11.936648729552273,13.192055078689009,22.628897797443937,0.050000000000000044
8,-5.635113489944721,"Location(x=-112.785683, y=-57.878193, z=0.000885)","Location(x=-111.882652, y=-57.948158, z=0.000000)",3.5659801959991455,107,1,1,11.352052852745675,11.187302851118147,21.893038065453357,0.6833333333333333
9,-5.361970475413283,"Location(x=-109.190948, y=-21.360771, z=0.001002)","Location(x=-110.241470, y=-21.400564, z=0.000000)",8.337164640426636,252,1,1,15.822704115240626,36.86677478021011,21.835160153513996,0.2833333333333333
10,-4.739214562660554,"Location(x=-109.593735, y=-46.884781, z=0.001852)","Location(x=-110.514496, y=-46.852318, z=0.000000)",3.698151111602783,111,1,1,11.195936151845297,11.43794875079766,22.04845812035655,0.25
11,-5.336018544326863,"Location(x=-113.139099, y=-61.052658, z=0.001170)","Location(x=-112.280006, y=-61.112823, z=0.000000)",3.2618823051452637,90,1,1,9.69313635828495,8.040909623727202,21.35187329806449,0.4166666666666667
12,-5.452925172683648,"Location(x=-113.142036, y=-61.154823, z=0.001186)","Location(x=-112.290337, y=-61.217213, z=0.000000)",3.0616164207458496,92,1,1,9.423407873333565,7.959650290664285,21.88428223068875,0.55
13,-5.186601705190712,"Location(x=-113.115768, y=-60.999920, z=0.000762)","Location(x=-112.274376, y=-61.056713, z=0.000000)",3.06731915473938,92,1,1,9.57345449237684,8.10945639014244,22.05411303657893,0.2833333333333333
14,-4.871731157684851,"Location(x=-109.352959, y=-37.658718, z=0.001386)","Location(x=-110.134697, y=-37.676952, z=0.000000)",5.305670261383057,160,1,1,13.963939471391964,20.632187073584646,21.749164948589556,0.1166666666666667
15,-4.898133087273712,"Location(x=-109.100342, y=-41.805439, z=0.001416)","Location(x=-110.217667, y=-41.786972, z=0.000000)",4.549341440200806,137,1,2,13.120647594650722,16.5512857735157,22.58356109515652,0.25
16,-5.01250648844946,"Location(x=-109.370102, y=-44.026318, z=0.003405)","Location(x=-110.321144, y=-44.006371, z=0.000000)",4.11853551864624,124,1,1,12.476462457509893,14.293874675408006,22.021655178121588,0.15000000000000002
17,-5.03917618442801,"Location(x=-109.135254, y=-34.578156, z=0.001368)","Location(x=-110.143761, y=-34.617249, z=0.000000)",5.965886116027832,180,1,1,14.205067822005798,23.687210720498115,21.985622025006514,0.18333333333333335
18,-4.634081122329963,"Location(x=-109.340981, y=-40.978745, z=0.001468)","Location(x=-110.190285, y=-40.979694, z=0.000000)",6.6593499183654785,201,1,1,15.335668897226645,28.335055847652256,22.763795681408638,0.25
19,-4.821934376328869,"Location(x=-113.218468, y=-63.365025, z=0.001307)","Location(x=-112.473236, y=-63.378380, z=0.000000)",2.5673277378082275,77,1,1,8.165418736338049,5.778974127490073,21.110345665526644,0.050000000000000044
20,-5.615241719021184,"Location(x=-109.147934, y=-37.648148, z=0.001357)","Location(x=-110.134659, y=-37.667706, z=0.000000)",5.306157112121582,160,1,1,14.033921317787124,20.63212337065488,22.741418390377067,0.5750446319580078
21,-5.38865330776209,"Location(x=-111.533638, y=-1.250020, z=0.001266)","Location(x=-110.390312, y=-1.276836, z=0.000000)",12.073978900909424,365,1,6,16.87595408500717,57.03045751946047,22.42723058424868,0.21666666666666667
22,-4.9285483134173695,"Location(x=-113.015709, y=-59.128338, z=0.000044)","Location(x=-112.063889, y=-59.236385, z=0.000000)",3.363102436065674,101,1,1,10.717655520221738,9.969793180935085,21.906306220845536,0.050000000000000044
23,-5.275853672631969,"Location(x=-113.182381, y=-61.396297, z=0.001648)","Location(x=-112.314377, y=-61.467422, z=0.000000)",2.9960174560546875,90,1,1,9.333832969626878,7.721326088067144,21.634154990169463,0.35
24,-5.600584393819688,"Location(x=-113.181297, y=-62.115135, z=0.002114)","Location(x=-112.372093, y=-62.116547, z=0.000000)",2.8649935722351074,86,1,1,8.876088395759478,7.011103174183518,21.451855943310438,0.75
25,-5.425621904581291,"Location(x=-112.537529, y=-55.891006, z=0.002824)","Location(x=-111.594673, y=-56.022415, z=0.000000)",4.020009756088257,121,1,1,11.809582520079111,13.193745064549148,22.220283545849984,0.4166666666666667
26,-5.442972022713966,"Location(x=-112.953445, y=-59.098450, z=0.001085)","Location(x=-112.058800, y=-59.197529, z=0.000000)",3.4303152561187744,103,1,1,10.54364760462274,9.99868330731988,21.723984572260072,0.48333333333333334
27,-5.4598498157626665,"Location(x=-109.060822, y=-37.008125, z=0.001831)","Location(x=-110.133362, y=-37.034618, z=0.000000)",5.53675103187561,167,1,2,13.818857582587416,21.29406474903226,22.271122915649574,0.35
28,-5.14904347503812,"Location(x=-109.520172, y=-44.776196, z=0.000676)","Location(x=-110.365204, y=-44.751785, z=0.000000)",4.087188482284546,123,1,1,11.949451255774742,13.552848985418677,21.502953150493706,0.21666666666666667
29,-5.131315781113903,"Location(x=-113.219673, y=-62.947704, z=0.001915)","Location(x=-112.440247, y=-62.954571, z=0.000000)",2.6677191257476807,80,1,1,8.418992343506007,6.192361643305048,21.318485635975467,0.2833333333333333
30,-5.634161561700331,"Location(x=-109.124146, y=-40.508797, z=0.000488)","Location(x=-110.176888, y=-40.510883, z=0.000000)",4.843931674957275,146,1,1,13.209909383555054,17.807797219138592,22.519014743188613,0.55
31,-4.851073153252868,"Location(x=-109.434753, y=-41.517559, z=0.001195)","Location(x=-110.207748, y=-41.512833, z=0.000000)",6.7282116413116455,203,1,5,14.79601252614242,27.894500327762216,22.380761326842233,0.1166666666666667
32,-5.0337644237870105,"Location(x=-109.335098, y=-44.111259, z=0.000873)","Location(x=-110.325729, y=-44.087688, z=0.000000)",4.1826887130737305,126,1,1,12.231686952947154,14.218075045850128,21.72763648510014,0.050000000000000044
33,-5.251324915184178,"Location(x=-113.185616, y=-61.714828, z=0.002375)","Location(x=-112.344093, y=-61.792496, z=0.000000)",2.9981470108032227,88,1,1,9.156033903465401,7.406025194562972,21.615708505855274,0.35
34,-4.03696683052792,"Location(x=-113.006874, y=-59.594631, z=-0.000626)","Location(x=-112.123474, y=-59.706692, z=0.000000)",3.2923102378845215,99,1,1,10.42223748640444,9.501024993136525,21.967300415208147,0.9333333333333333
35,-4.820756658721972,"Location(x=-113.177544, y=-62.208340, z=0.004036)","Location(x=-112.379967, y=-62.210632, z=0.000000)",2.862994909286499,86,1,1,8.73710077718893,6.917484765872359,21.605555326736418,0.08333333333333337
36,-5.341397542935263,"Location(x=-109.377388, y=-11.835105, z=0.001211)","Location(x=-110.311928, y=-11.874223, z=0.000000)",9.992114067077637,302,1,7,16.614379018956885,46.40020943433046,22.385565694484203,0.35
37,-4.716366568950598,"Location(x=-109.292320, y=-41.076336, z=0.000507)","Location(x=-110.193207, y=-41.074440, z=0.000000)",4.679097414016724,141,1,1,13.21646627994154,17.227316078729928,21.84266985944997,0.25
38,-4.580661941429164,"Location(x=-113.185585, y=-62.044502, z=0.002299)","Location(x=-112.369293, y=-62.083427, z=0.000000)",2.829559087753296,85,1,1,9.055379066228468,7.073925055097789,21.54688216942041,0.25
39,-5.074168936943393,"Location(x=-111.171394, y=-35.231129, z=0.001493)","Location(x=-110.139458, y=-35.256458, z=0.000000)",5.705245494842529,172,1,1,14.449325185507204,23.087685324717313,22.239000716658975,0.15000000000000002
40,-5.481065106047283,"Location(x=-113.163445, y=-63.027721, z=0.003747)","Location(x=-112.446320, y=-63.030724, z=0.000000)",2.6342613697052,79,1,1,8.424409431953356,6.110247087664902,21.043389907011377,0.6833333333333333
41,-5.168332726214923,"Location(x=-109.624451, y=-47.145882, z=0.001309)","Location(x=-110.535416, y=-47.110508, z=0.000000)",3.6747629642486572,108,1,1,11.265087132700117,11.187942808959633,21.521830435439377,0.21666666666666667
42,-5.207455343901689,"Location(x=-109.214287, y=-36.145588, z=0.001734)","Location(x=-110.134857, y=-36.177856, z=0.000000)",5.607836484909058,169,1,1,14.176859483706181,22.122615112457424,22.140491424427058,0.21666666666666667
43,-5.029848454420492,"Location(x=-112.636101, y=-56.344265, z=0.001239)","Location(x=-111.662506, y=-56.478165, z=0.000000)",3.888871431350708,117,1,1,11.82275564942965,12.735933171119541,21.89644817686111,0.08333333333333337
44,-4.972949719572593,"Location(x=-113.022202, y=-59.523613, z=0.000084)","Location(x=-112.114868, y=-59.636982, z=0.000000)",3.3582193851470947,101,1,1,10.293440190233234,9.573484547901899,21.509301320795174,0.08333333333333337
45,-5.573841498943791,"Location(x=-113.033272, y=-59.999687, z=0.000468)","Location(x=-112.163170, y=-60.037186, z=0.000000)",3.2573797702789307,98,1,1,10.109522921566283,9.10224272729829,21.685161972650974,0.6833333333333333
46,-5.409148400918593,"Location(x=-109.044479, y=-36.736282, z=0.001782)","Location(x=-110.133476, y=-36.765217, z=0.000000)",5.621420860290527,169,1,2,13.81861578017443,21.56487126927823,22.04308459227777,0.2833333333333333
47,-4.72805336670776,"Location(x=-109.305313, y=-42.828114, z=0.000894)","Location(x=-110.260925, y=-42.825314, z=0.000000)",4.415717840194702,133,1,1,12.616538773872197,15.486216202378273,22.467737373066186,0.25
48,-5.774161441339828,"Location(x=-111.390282, y=-8.961499, z=0.001109)","Location(x=-110.333267, y=-8.988814, z=0.000000)",10.664849996566772,320,1,6,16.673500111529616,49.498119660653174,22.14039772281679,0.6833333333333333
49,-5.1867788871703775,"Location(x=-113.199883, y=-62.964920, z=0.001646)","Location(x=-112.441505, y=-62.970348, z=0.000000)",2.664214611053467,80,1,1,8.398528210512051,6.167928005568683,20.826442692374524,0.35
