Episode,Memory Usage (%),CPU Usage (%),GPU Memory Usage (MB)
819,69.1,5.1,38.00244140625
820,69.2,4.3,38.00244140625
820,69.2,4.3,38.00244140625
821,69.4,3.5,38.00244140625
821,69.4,3.5,38.00244140625
822,69.7,4.5,38.00244140625
822,69.7,4.5,38.00244140625
823,71.5,3.5,38.00244140625
823,71.5,3.5,38.00244140625
824,72.3,4.0,38.00244140625
824,72.3,4.0,38.00244140625
825,73.1,2.3,38.00244140625
825,73.1,2.3,38.00244140625
826,73.3,3.8,38.00244140625
826,73.3,3.8,38.00244140625
827,73.5,4.0,38.00244140625
827,73.5,4.0,38.00244140625
828,73.7,4.8,38.00244140625
828,73.7,4.8,38.00244140625
829,73.8,4.0,38.00244140625
829,73.8,4.0,38.00244140625
830,74.1,3.1,38.00244140625
830,74.1,3.1,38.00244140625
831,74.3,4.9,38.00244140625
831,74.3,4.9,38.00244140625
832,74.4,4.1,38.00244140625
832,74.4,4.1,38.00244140625
833,75.0,4.3,38.00244140625
833,75.0,4.3,38.00244140625
834,75.2,3.4,38.00244140625
834,75.2,3.4,38.00244140625
835,75.5,4.4,38.00244140625
835,75.5,4.4,38.00244140625
836,75.8,4.9,38.00244140625
836,75.8,4.9,38.00244140625
837,76.5,4.5,38.00244140625
837,76.5,4.5,38.00244140625
838,76.9,2.6,38.00244140625
838,76.9,2.6,38.00244140625
839,77.1,4.4,38.00244140625
839,77.1,4.4,38.00244140625
840,77.5,4.6,38.00244140625
840,77.5,4.6,38.00244140625
841,76.5,3.3,38.00244140625
841,76.5,3.3,38.00244140625
842,76.6,4.0,38.00244140625
842,76.6,4.0,38.00244140625
843,76.8,2.9,38.00244140625
843,76.8,2.9,38.00244140625
844,77.0,4.0,38.00244140625
844,77.0,4.0,38.00244140625
845,77.2,3.9,38.00244140625
845,77.2,3.9,38.00244140625
846,77.4,2.5,38.00244140625
846,77.4,2.5,38.00244140625
847,77.9,5.2,38.00244140625
847,77.9,5.2,38.00244140625
848,78.0,3.0,38.00244140625
848,78.0,3.0,38.00244140625
849,78.3,4.6,38.00244140625
849,78.3,4.6,38.00244140625
850,78.4,4.4,38.00244140625
