episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,total_distance,max_speed
141,-24.35865645231173,"Location(x=-111.724281, y=-49.328568, z=0.001290)","Location(x=-110.749413, y=-49.436958, z=0.000000)",45.517560958862305,1371,1,1,0.6798319540370608,8.822317359037697,9.138693809509277
142,-24.103177164106828,"Location(x=-113.262604, y=-64.023384, z=0.001215)","Location(x=-112.518524, y=-64.074486, z=0.000000)",22.372960090637207,677,1,1,0.8135152209147734,5.170156350475736,9.343903827667237
143,-24.124961243070388,"Location(x=-111.770699, y=-49.725571, z=0.001197)","Location(x=-110.789970, y=-49.828701, z=0.000000)",31.403302431106567,949,1,1,0.9357104415487976,8.427086986164795,9.188815498352051
144,-24.007132148943306,"Location(x=-111.735580, y=-49.357510, z=0.001173)","Location(x=-110.752403, y=-49.466251, z=0.000000)",32.32017135620117,977,1,1,0.9707772794126569,8.787769807619043,9.339709281921387
145,-24.08346990359164,"Location(x=-111.720215, y=-49.309406, z=0.001256)","Location(x=-110.747467, y=-49.417881, z=0.000000)",32.4402334690094,977,1,1,0.9566996904368963,8.842036615824327,9.28454761505127
146,-23.706127341518865,"Location(x=-113.264191, y=-63.989246, z=0.001193)","Location(x=-112.516571, y=-64.038200, z=0.000000)",18.139864206314087,548,1,1,0.9850133004859083,5.216668637294788,9.05082893371582
147,-24.338160717062124,"Location(x=-113.259666, y=-64.289139, z=0.001345)","Location(x=-112.527138, y=-64.247711, z=0.000000)",22.72478199005127,687,1,1,0.7585937345872814,4.901604378974298,9.050288200378418
148,-24.148005123992757,"Location(x=-111.782234, y=-50.062851, z=0.001233)","Location(x=-110.825157, y=-50.158840, z=0.000000)",32.819602966308594,993,1,1,0.8770649643403738,8.089191281062085,9.27877893447876
149,-24.357298283119544,"Location(x=-111.760834, y=-49.773438, z=0.001295)","Location(x=-110.794792, y=-49.874504, z=0.000000)",37.72385287284851,1142,1,1,0.783888495033976,8.374501932994463,9.325825309753418
150,-24.137498541703877,"Location(x=-111.791206, y=-50.033745, z=0.001150)","Location(x=-110.822174, y=-50.131271, z=0.000000)",30.172109603881836,913,1,1,0.9492173721914418,8.07993415184319,8.967340564727783
151,-24.155584126484978,"Location(x=-111.802010, y=-50.235008, z=0.001217)","Location(x=-110.843605, y=-50.328594, z=0.000000)",33.48979139328003,1014,1,1,0.8297193011287558,7.9108945985208265,9.267576313018798
152,-24.450159579652592,"Location(x=-111.778076, y=-49.946503, z=0.001307)","Location(x=-110.812912, y=-50.044952, z=0.000000)",30.886632204055786,935,1,1,0.9427893619165,8.198210119677242,9.234616470336915
153,-23.92340380978155,"Location(x=-113.259560, y=-64.123222, z=0.001193)","Location(x=-112.521759, y=-64.136948, z=0.000000)",21.58109140396118,653,1,1,0.8405425351819801,5.075193143740762,9.30637264251709
155,-24.098553229007997,"Location(x=-111.761505, y=-49.766468, z=0.001233)","Location(x=-110.794083, y=-49.867760, z=0.000000)",32.973588705062866,998,1,1,0.8939309336942064,8.314088874671143,8.925843143463135
156,-23.980644089930028,"Location(x=-113.260254, y=-64.239738, z=0.001300)","Location(x=-112.524635, y=-64.194901, z=0.000000)",22.76497220993042,689,1,1,0.7653570035450264,4.959878618305083,9.323973083496094
157,-23.97498579657412,"Location(x=-113.262772, y=-64.095688, z=0.001177)","Location(x=-112.521759, y=-64.136948, z=0.000000)",25.272979259490967,765,1,1,0.7168355360794717,5.100109776598401,9.359930992126465
158,-23.89769665916888,"Location(x=-113.258095, y=-64.017944, z=0.001238)","Location(x=-112.518196, y=-64.068329, z=0.000000)",31.19322371482849,942,1,1,0.5788408989003051,5.164236361742951,9.051422882080079
159,-24.540156012339807,"Location(x=-111.784431, y=-50.097786, z=0.001369)","Location(x=-110.828865, y=-50.193123, z=0.000000)",33.341063022613525,1009,1,1,0.8580562758931882,8.04847883922048,9.295689296722413
160,-24.63110791535319,"Location(x=-111.768227, y=-49.887230, z=0.001366)","Location(x=-110.806641, y=-49.986210, z=0.000000)",41.33902859687805,1244,1,1,0.6986311900362141,8.267721005657222,9.238620471954347
0,-20.9483980549727,"Location(x=-112.593826, y=-55.698566, z=0.002849)","Location(x=-111.567978, y=-55.842117, z=0.000000)",22.746466398239136,688,1,1,2.124876450973868,13.427958542964916,10.17933216527848
1,-15.164261453064002,"Location(x=-113.095024, y=-60.810654, z=0.000894)","Location(x=-112.254433, y=-60.861832, z=0.000000)",19.37783694267273,576,1,1,1.5848840301839573,8.336193479124631,10.612283140962871
2,-23.061905499196165,"Location(x=-109.098419, y=-38.403244, z=0.000528)","Location(x=-110.139481, y=-38.413891, z=0.000000)",57.71806311607361,1748,1,1,1.2494326991699432,19.952801977640775,11.080184829546438
3,-14.904837999538355,"Location(x=-109.726982, y=-48.214222, z=0.000433)","Location(x=-110.626663, y=-48.164310, z=0.000000)",27.586799383163452,835,1,1,1.3270049756115734,10.138031775843956,10.531020549902799
0,-21.27282864196038,"Location(x=-111.931427, y=-48.746189, z=-0.000334)","Location(x=-110.694725, y=-48.887455, z=0.000000)",3.946290969848633,119,1,2,18.607815118334873,20.39681521989405,35.97112395828378
0,-23.708070479168338,"Location(x=-113.164757, y=-61.231045, z=0.001380)","Location(x=-112.298134, y=-61.297203, z=0.000000)",23.085087776184082,699,1,1,1.2237274441360717,7.930148451807327,9.153017234802247
1,-23.819212514544443,"Location(x=-112.941055, y=-58.768383, z=0.001304)","Location(x=-112.013893, y=-58.862343, z=0.000000)",30.23330330848694,915,1,1,1.213040409331041,10.308726547285914,9.369133758544923
2,-24.0812153571607,"Location(x=-109.099869, y=-37.154446, z=0.001296)","Location(x=-110.133461, y=-37.179344, z=0.000000)",59.14997363090515,1788,1,1,1.2794324746222254,21.135110814590007,8.787790489196778
3,-24.137154109936503,"Location(x=-109.091034, y=-35.793480, z=0.001287)","Location(x=-110.136322, y=-35.828556, z=0.000000)",64.44483518600464,1944,1,1,1.2538523730042659,22.49230202520266,8.838053798675537
4,-23.86977215590599,"Location(x=-109.148354, y=-41.058174, z=0.001238)","Location(x=-110.192528, y=-41.052555, z=0.000000)",50.94406533241272,1512,1,1,1.2357268739267877,17.30119590740651,9.219752311706543
5,-22.700951555535674,"Location(x=-113.043808, y=-59.803391, z=0.001055)","Location(x=-112.149666, y=-59.923084, z=0.000000)",22.567250728607178,680,1,1,1.4854985694592187,9.343050121038686,9.050309658050537
