episode,speed,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,waypoint_similarity
98,24.49786156375847,-40.913178250965096,"Location(x=343.547577, y=129.681808, z=0.098084)","Location(x=338.821594, y=129.678940, z=0.000000)",38.05019521713257,271,1,2,17.756756739909594,0.00013228276978878697
99,35.980488310252156,-61.64309915863119,"Location(x=226.091446, y=5.119495, z=0.104435)","Location(x=226.091797, y=1.963129, z=0.000000)",44.08057236671448,298,1,9,24.622455795815082,7.798124789583099e-05
100,34.18671713901573,-72.76035930911026,"Location(x=246.295059, y=-4.343503, z=0.069687)","Location(x=246.293610, y=-2.034715, z=0.000000)",80.80378270149231,579,1,16,24.407276600321104,2.076625551519411e-05
101,25.263044392359838,-80.10562592908148,"Location(x=266.112518, y=68.533760, z=0.105581)","Location(x=266.111420, y=59.478592, z=0.000000)",58.327067852020264,402,1,4,26.33588134500649,4.474136913722974e-05
102,25.141933347853424,-29.18870742875981,"Location(x=182.693817, y=193.551849, z=0.053818)","Location(x=182.693710, y=195.147491, z=0.000000)",30.00112271308899,207,1,8,15.808303913423313,0.0002546564247420277
103,27.142434951455503,-36.131644248842505,"Location(x=31.951611, y=3.774082, z=0.048251)","Location(x=31.951027, y=1.973182, z=0.000000)",28.63293957710266,207,1,6,17.42772674986515,0.0002246730299791272
104,27.89027183199016,-46.09914658220735,"Location(x=122.954735, y=135.710693, z=0.061387)","Location(x=122.955757, y=133.424530, z=0.000000)",41.168009996414185,291,1,7,20.32150008884395,0.00010342428589235926
105,32.09009394759514,-74.20837507071649,"Location(x=216.783081, y=48.137817, z=0.102989)","Location(x=216.783966, y=55.484600, z=0.000000)",51.265098571777344,338,1,8,23.401552582312075,6.635356688134007e-05
106,32.251779267093724,-42.30133734624843,"Location(x=248.433807, y=200.341049, z=0.018861)","Location(x=248.433914, y=199.152832, z=0.000000)",54.680583000183105,361,1,6,22.148741152049976,6.238252371885859e-05
107,23.29199593104575,-34.87735075816694,"Location(x=149.374222, y=334.906708, z=0.105497)","Location(x=149.375580, y=330.594910, z=0.000000)",29.814920902252197,210,1,4,15.497094370298084,0.00024511421067505964
108,30.525662735042413,-18.064562675575964,"Location(x=93.339607, y=244.357437, z=0.007128)","Location(x=92.407150, y=244.357590, z=0.000000)",32.05117225646973,204,1,3,16.575072170714858,0.00024373522613884376
109,23.88287254609618,-28.389822128219603,"Location(x=293.258636, y=54.352142, z=0.025121)","Location(x=293.258759, y=55.475281, z=0.000000)",35.23740005493164,243,1,5,16.359406982972803,0.00017512056406809447
110,21.31867359929386,-39.36219388954016,"Location(x=-0.871184, y=-2.493905, z=0.090050)","Location(x=1.610425, y=0.769679, z=0.000000)",19.006746768951416,137,1,3,10.938810151499673,0.0007098311856592286
111,27.331180500238098,-42.252500737873596,"Location(x=28.649086, y=-6.243406, z=0.106041)","Location(x=28.650455, y=-2.025743, z=0.000000)",28.29570770263672,203,1,4,19.38954550298363,0.00021201906173194847
112,18.19414614922578,-50.90908375221797,"Location(x=-6.464868, y=152.926971, z=0.105888)","Location(x=-2.026007, y=152.924652, z=0.000000)",34.665136098861694,241,1,8,16.365528417003404,0.0001872020922519802
113,22.144308880052286,-14.79799069520992,"Location(x=397.105347, y=212.264511, z=0.001883)","Location(x=396.313873, y=212.264679, z=0.000000)",32.860026121139526,233,1,1,17.36156062388349,0.00019252645242571754
114,28.194336482758665,-93.63833420441576,"Location(x=148.188217, y=74.206154, z=0.243268)","Location(x=148.186432, y=59.492962, z=0.000000)",38.283613204956055,258,1,2,19.240914455576384,0.00012561458200048998
115,33.66604379684505,-43.57396492398206,"Location(x=-0.979690, y=326.197357, z=0.019290)","Location(x=0.188801, y=325.391418, z=0.000000)",40.24576163291931,301,1,6,22.525545692950708,8.227749330969732e-05
116,31.219495133001804,-66.25917209649232,"Location(x=96.281288, y=222.167313, z=0.105078)","Location(x=92.403778, y=222.167908, z=0.000000)",84.86327266693115,597,1,7,26.37031812523514,1.9850464562042777e-05
117,21.952305695074923,-28.077368679373414,"Location(x=317.950836, y=332.780151, z=0.053895)","Location(x=317.950836, y=330.609985, z=0.000000)",42.77323055267334,307,1,2,19.604749088076897,9.729653543577764e-05
118,36.43522992038755,-35.32374288665749,"Location(x=191.360641, y=134.693848, z=0.027604)","Location(x=191.361191, y=133.455093, z=0.000000)",38.21042513847351,254,1,5,19.975958255048944,0.0001289616198765074
119,36.26637976592323,-37.08545105543706,"Location(x=333.487000, y=330.207428, z=0.001869)","Location(x=333.487000, y=330.609985, z=0.000000)",37.06193804740906,269,1,6,22.842623405226185,9.949841409765545e-05
120,30.45659262384011,-42.08703923818,"Location(x=341.458221, y=49.865444, z=0.051524)","Location(x=338.869781, y=49.863880, z=0.000000)",54.3592369556427,374,1,6,20.32638543454831,6.0370966045584734e-05
121,33.73257565289262,-39.456632741072696,"Location(x=93.923340, y=158.548233, z=0.050977)","Location(x=92.394104, y=158.548477, z=0.000000)",34.441940784454346,237,1,4,21.85361787063067,0.00013640071354724403
122,26.04334030331553,-21.237560731213886,"Location(x=175.506592, y=201.220078, z=0.053835)","Location(x=175.506760, y=199.146912, z=0.000000)",32.79691505432129,220,1,2,16.452766330205037,0.00021282159747416848
123,21.136432155879415,-22.943386483215452,"Location(x=94.098740, y=30.091831, z=0.044882)","Location(x=92.374580, y=30.092094, z=0.000000)",19.479827404022217,139,1,2,11.92808566214175,0.0006773534884081277
124,19.940299991266357,-21.234864976685255,"Location(x=395.869629, y=2.118676, z=0.027570)","Location(x=394.630524, y=2.984238, z=0.000000)",22.318965435028076,155,1,2,12.569887814695553,0.0005444440713514416
125,21.92134914575762,-19.227539472553282,"Location(x=94.058907, y=163.795334, z=0.053834)","Location(x=92.394897, y=163.795593, z=0.000000)",23.36097478866577,162,1,2,13.510747218788836,0.00046451400173419907
126,22.685412702232135,-18.277565563908873,"Location(x=198.069199, y=127.627357, z=0.045038)","Location(x=198.068405, y=129.458084, z=0.000000)",23.904903650283813,164,1,2,14.461834178629275,0.0004197135777417951
127,22.648511882833905,-29.244406200087287,"Location(x=205.886536, y=333.025604, z=0.065285)","Location(x=205.886749, y=330.600922, z=0.000000)",26.496354818344116,196,1,3,18.3372231644104,0.000240233558708801
128,29.69558548385741,-75.9017933816707,"Location(x=171.849472, y=206.412628, z=0.094034)","Location(x=171.850052, y=199.146606, z=0.000000)",63.35292649269104,440,1,8,21.725869768356795,4.2475753226976866e-05
